date_key,product_key,store_key,supplier_key,currency_key,po_number,po_line_number,receipt_number,ordered_qty,received_qty,rejected_qty,unit_price,receipt_cost_amt,freight_cost_amt,duty_cost_amt,landed_cost_amt,receipt_date_key,po_date_key,lead_time_days,quality_status,source_system,
20210115,23,1,12,2,PO2021015713,5,RC20210156173,591.44,575.913,15.527,154.4942,88975.22,1776.24,3105.63,93857.09,20210115,20210103,12,Partial,ERP,
20210115,2,12,17,5,PO2021017343,2,RC20210189761,314.588,307.076,7.512,190.8529,58606.35,1924.94,5557.14,66088.43,20210115,20201222,24,Partial,Procurement,
20210115,2,19,7,1,PO2021014589,3,RC20210120142,974.604,894.631,79.973,52.7747,47213.88,2165.21,3514.12,52893.21,20210115,20210109,6,Partial,Procurement,
20210115,46,16,6,1,PO2021017236,1,RC20210172548,295.097,276.04,19.057,212.1925,58573.62,1262.96,1961.5,61798.08,20210115,20210103,12,Partial,VendorPortal,
20210115,48,7,2,3,PO2021016610,5,RC20210188992,512.171,507.007,5.164,295.8816,150014.04,2448.96,13911.51,166374.51,20210115,20210110,5,Partial,Procurement,
20210115,23,1,8,2,PO2021015864,4,RC20210113839,194.967,185.139,9.828,154.4942,28602.9,740.81,1758.05,31101.76,20210115,20210101,14,Partial,Procurement,
20210115,31,19,15,1,PO2021011100,1,RC20210113015,727.654,673.829,53.825,411.6247,277364.66,5894.81,23911.78,307171.25,20210115,20210107,8,Partial,Procurement,
20210115,44,9,14,4,PO2021014343,2,RC20210194159,622.317,612.972,9.345,198.9124,121927.73,2463.93,10744.4,135136.06,20210115,20201229,17,Partial,Procurement,
20210115,2,9,18,1,PO2021019082,6,RC20210194455,765.401,714.788,50.613,100.9829,72181.37,3170.72,2186.96,77539.05,20210115,20201217,29,Partial,ERP,
20210115,4,19,20,1,PO2021018440,7,RC20210184127,141.963,132.74,9.223,307.8336,40861.83,1615.76,1440.8,43918.39,20210115,20201229,17,Partial,Procurement,
20210115,11,5,8,4,PO2021016501,9,RC20210192437,903.693,858.18,45.513,336.3501,288648.93,10938.44,18707.58,318294.95,20210115,20201228,18,Partial,VendorPortal,
20210115,25,5,20,5,PO2021017677,7,RC20210124447,604.92,590.881,14.039,312.0896,184407.81,8791.31,17699.43,210898.55,20210115,20201222,24,Partial,VendorPortal,
20210115,11,17,6,1,PO2021011657,8,RC20210151184,691.962,687.751,4.211,177.556,122114.32,2710.8,2694.78,127519.9,20210115,20201222,24,Accepted,VendorPortal,
20210115,32,13,16,4,PO2021011617,6,RC20210158895,291.654,274.743,16.911,315.0702,86563.33,3057.29,6337.61,95958.23,20210115,20210101,14,Partial,ERP,
20210115,4,19,8,1,PO2021016874,6,RC20210176625,629.3,570.719,58.581,307.8336,175686.48,3664.48,3634.9,182985.86,20210115,20210103,12,Partial,Procurement,
20210115,31,19,2,1,PO2021011052,1,RC20210134061,497.655,451.647,46.008,411.6247,185909.06,6302.71,5649.38,197861.15,20210115,20201218,28,Partial,Procurement,
20210115,11,10,13,1,PO2021011394,7,RC20210185980,816.974,786.62,30.354,295.4873,232436.22,6709.51,18312.86,257458.59,20210115,20201230,16,Partial,VendorPortal,
20210115,40,16,4,3,PO2021019601,2,RC20210126109,595.508,589.392,6.116,149.1455,87905.16,2413.2,3466.73,93785.09,20210115,20201224,22,Partial,Procurement,
20210115,3,12,3,3,PO2021019910,5,RC20210151782,425.925,416.142,9.783,367.1782,152798.27,3281.28,10853.26,166932.81,20210115,20201220,26,Partial,ERP,
20210115,44,9,14,4,PO2021018866,2,RC20210189268,196.726,183.636,13.09,198.9124,36527.48,1474.55,2694.26,40696.29,20210115,20210104,11,Partial,Procurement,
20210115,41,14,15,4,PO2021018278,1,RC20210124619,963.148,928.582,34.566,304.9304,283152.88,4553.24,19608.87,307314.99,20210115,20210109,6,Partial,ERP,
20210115,16,18,4,1,PO2021013579,2,RC20210119393,839.807,789.8,50.007,62.4915,49355.79,574.67,1706.68,51637.14,20210115,20210104,11,Partial,ERP,
20210115,12,3,17,2,PO2021017254,5,RC20210148017,224.616,221.864,2.752,153.5207,34060.72,916.67,3172.08,38149.47,20210115,20201223,23,Partial,ERP,
20210115,14,8,4,3,PO2021017470,7,RC20210128521,219.212,216.164,3.048,187.1714,40459.72,933.65,3065.32,44458.69,20210115,20210104,11,Partial,VendorPortal,
20210115,3,17,16,1,PO2021014541,7,RC20210128539,278.099,251.623,26.476,480.8667,120997.12,3471.18,6152.78,130621.08,20210115,20210108,7,Partial,Procurement,
20210115,17,11,1,4,PO2021014131,8,RC20210183175,138.743,136.559,2.184,442.8035,60468.8,960.14,4794.67,66223.61,20210115,20201224,22,Partial,Procurement,
20210115,47,14,3,3,PO2021012903,4,RC20210195144,951.182,872.753,78.429,189.3317,165239.81,5023.17,3820.47,174083.45,20210115,20210109,6,Partial,Procurement,
20210115,16,18,7,1,PO2021013493,1,RC20210182072,661.75,610.865,50.885,62.4915,38173.87,1759.24,1659.8,41592.91,20210115,20201228,18,Partial,ERP,
20210115,20,13,3,2,PO2021018596,5,RC20210199077,857.85,789.051,68.799,144.6324,114122.34,2206.28,10169.46,126498.08,20210115,20210110,5,Partial,ERP,
20210115,48,7,14,3,PO2021019346,2,RC20210168967,387.09,386.177,0.913,295.8816,114262.67,2917.98,7580.96,124761.61,20210115,20210104,11,Accepted,ERP,
20210115,24,19,2,1,PO2021014639,8,RC20210115889,561.619,550.331,11.288,492.334,270946.66,9204.29,21621.39,301772.34,20210115,20201224,22,Partial,VendorPortal,
20210115,11,5,17,4,PO2021015139,5,RC20210183839,410.223,399.834,10.389,336.3501,134484.21,2118.41,7630.26,144232.88,20210115,20201225,21,Partial,ERP,
20210215,2,12,17,5,PO2021027964,2,RC20210271663,974.615,943.181,31.434,190.8529,180008.83,3528.52,7412.72,190950.07,20210215,20210205,10,Partial,VendorPortal,
20210215,42,8,8,2,PO2021028117,8,RC20210230649,480.109,440.032,40.077,318.4797,140141.26,1478.69,11002.42,152622.37,20210215,20210121,25,Partial,ERP,
20210215,16,18,17,1,PO2021029530,6,RC20210290194,861.812,829.865,31.947,62.4915,51859.51,2354.52,3534.85,57748.88,20210215,20210130,16,Partial,Procurement,
20210215,14,4,4,3,PO2021028492,2,RC20210283751,133.438,130.906,2.532,200.5592,26254.4,1293.45,784.18,28332.03,20210215,20210126,20,Partial,Procurement,
20210215,13,2,3,2,PO2021021699,6,RC20210296817,213.338,208.702,4.636,351.0028,73254.99,1239.38,6493.64,80988.01,20210215,20210206,9,Partial,VendorPortal,
20210215,11,17,8,1,PO2021026554,7,RC20210274471,850.363,782.217,68.146,177.556,138887.32,4772.73,5605.66,149265.71,20210215,20210127,19,Partial,VendorPortal,
20210215,47,12,9,3,PO2021028562,9,RC20210235222,669.051,632.831,36.22,144.9905,91754.48,4105.81,5972.23,101832.52,20210215,20210203,12,Partial,VendorPortal,
20210215,35,2,6,2,PO2021025592,3,RC20210291777,143.007,131.682,11.325,419.2129,55202.79,2557.98,1738.62,59499.39,20210215,20210129,17,Partial,ERP,
20210215,32,13,8,4,PO2021026908,2,RC20210225681,433.782,433.626,0.156,315.0702,136622.63,3047.44,10040.39,149710.46,20210215,20210126,20,Accepted,VendorPortal,
20210215,23,1,4,2,PO2021026144,1,RC20210261512,896.053,829.522,66.531,154.4942,128156.34,4500.67,11765.56,144422.57,20210215,20210131,15,Partial,ERP,
20210215,42,14,20,3,PO2021029222,8,RC20210239466,339.76,307.884,31.876,348.9177,107426.18,4829.62,10003.4,122259.2,20210215,20210128,18,Partial,Procurement,
20210215,25,12,14,1,PO2021029579,6,RC20210284451,635.77,573.368,62.402,324.291,185938.08,2947.91,9109.41,197995.4,20210215,20210117,29,Partial,ERP,
20210215,47,19,9,4,PO2021027362,9,RC20210282549,235.547,226.001,9.546,347.4233,78518.01,1243.4,4711.82,84473.23,20210215,20210118,28,Partial,VendorPortal,
20210215,41,14,17,4,PO2021025529,6,RC20210287966,508.764,478.623,30.141,304.9304,145946.7,4683.91,11750.23,162380.84,20210215,20210204,11,Partial,VendorPortal,
20210215,47,19,15,4,PO2021026440,6,RC20210280104,442.958,406.079,36.879,347.4233,141081.31,5664.33,11424.52,158170.16,20210215,20210129,17,Partial,VendorPortal,
20210215,30,2,6,4,PO2021024755,3,RC20210268432,504.997,491.355,13.642,67.4758,33154.57,1271.18,3006.67,37432.42,20210215,20210208,7,Partial,ERP,
20210215,50,16,14,5,PO2021024125,4,RC20210287474,220.044,199.404,20.64,121.6542,24258.33,451.76,1925.99,26636.08,20210215,20210206,9,Partial,ERP,
20210215,14,4,6,3,PO2021022116,4,RC20210299373,532.708,503.829,28.879,200.5592,101047.54,3781,7560.83,112389.37,20210215,20210124,22,Partial,ERP,
20210215,44,3,19,1,PO2021021267,9,RC20210272411,461.451,442.113,19.338,355.8109,157308.62,5693.04,13764.6,176766.26,20210215,20210201,14,Partial,ERP,
20210215,14,8,16,3,PO2021029447,9,RC20210268996,642.77,593.821,48.949,187.1714,111146.31,2540.22,5190.63,118877.16,20210215,20210123,23,Partial,Procurement,
20210215,14,8,11,3,PO2021024374,4,RC20210222623,542.812,496.038,46.774,187.1714,92844.13,3671.26,4488,101003.39,20210215,20210120,26,Partial,VendorPortal,
20210215,20,5,11,2,PO2021026669,3,RC20210246213,703.976,669.48,34.496,389.6289,260848.76,4425.44,17178.65,282452.85,20210215,20210121,25,Partial,Procurement,
20210215,1,20,20,1,PO2021029891,8,RC20210230273,874.376,827.643,46.733,235.1762,194641.94,5421.74,7705.52,207769.2,20210215,20210209,6,Partial,VendorPortal,
20210215,14,8,6,3,PO2021028498,1,RC20210279138,209.676,189.053,20.623,187.1714,35385.31,1760.36,2629.8,39775.47,20210215,20210131,15,Partial,Procurement,
20210215,50,13,7,1,PO2021027730,5,RC20210260200,584.6,530.781,53.819,487.1931,258592.84,7208.75,19040.98,284842.57,20210215,20210206,9,Partial,VendorPortal,
20210215,21,19,20,3,PO2021022496,9,RC20210280319,787.662,782.156,5.506,167.8057,131250.24,5797.16,10363.96,147411.36,20210215,20210120,26,Accepted,VendorPortal,
20210215,8,16,7,3,PO2021026086,8,RC20210210207,165.525,162.357,3.168,269.5095,43756.75,1261.02,3417.49,48435.26,20210215,20210127,19,Partial,ERP,
20210215,17,11,2,4,PO2021027433,4,RC20210245336,153.849,149.546,4.303,442.8035,66219.49,2042.23,3546.31,71808.03,20210215,20210124,22,Partial,Procurement,
20210215,30,9,3,1,PO2021024974,5,RC20210262848,926.487,887.345,39.142,250.4847,222266.35,6671.13,21907.94,250845.42,20210215,20210206,9,Partial,VendorPortal,
20210215,26,10,13,3,PO2021029018,9,RC20210262755,293.42,273.788,19.632,147.8465,40478.6,442.11,2519.85,43440.56,20210215,20210128,18,Partial,VendorPortal,
20210215,43,5,7,3,PO2021023141,7,RC20210218990,824.528,772.516,52.012,80.7339,62368.23,1177.57,5026.79,68572.59,20210215,20210124,22,Partial,VendorPortal,
20210215,48,16,20,4,PO2021029500,7,RC20210289848,227.69,224.094,3.596,114.4591,25649.6,1016.23,580.21,27246.04,20210215,20210207,8,Partial,Procurement,
20210215,12,10,1,2,PO2021026560,7,RC20210265939,784.422,728.72,55.702,214.3858,156227.22,1591.5,7063.16,164881.88,20210215,20210126,20,Partial,VendorPortal,
20210215,13,12,2,3,PO2021024953,5,RC20210241189,477.904,465.542,12.362,244.0044,113594.3,3080.1,2943.23,119617.63,20210215,20210210,5,Partial,Procurement,
20210215,29,12,14,2,PO2021027716,7,RC20210257362,921.582,856.278,65.304,116.5585,99806.48,1306.46,5028.4,106141.34,20210215,20210209,6,Partial,Procurement,
20210215,35,7,19,2,PO2021023784,7,RC20210266626,707.398,650.038,57.36,480.4507,312311.21,4092.14,13052.91,329456.26,20210215,20210202,13,Partial,ERP,
20210215,32,13,13,4,PO2021026182,9,RC20210241124,626.156,569.715,56.441,315.0702,179500.22,7227.81,6183.15,192911.18,20210215,20210201,14,Partial,Procurement,
20210215,30,2,6,4,PO2021025093,5,RC20210213411,548.635,501.526,47.109,67.4758,33840.87,1357.75,1955.66,37154.28,20210215,20210208,7,Partial,VendorPortal,
20210215,50,6,18,2,PO2021026668,6,RC20210281067,880.78,814.771,66.009,94.9961,77400.07,1415.59,5489.65,84305.31,20210215,20210124,22,Partial,Procurement,
20210215,16,7,17,4,PO2021029502,3,RC20210215981,614.791,595.492,19.299,130.8331,77910.06,3598.98,5790.33,87299.37,20210215,20210204,11,Partial,Procurement,
20210215,24,19,1,1,PO2021027149,3,RC20210263049,325.431,321.352,4.079,492.334,158212.52,3161.61,9252.77,170626.9,20210215,20210203,12,Partial,VendorPortal,
20210215,41,14,18,4,PO2021024118,9,RC20210295533,858.25,774.215,84.035,304.9304,236081.69,10579.23,22642.28,269303.2,20210215,20210120,26,Partial,ERP,
20210215,49,17,5,4,PO2021024266,1,RC20210282638,673.457,619.581,53.876,390.0897,241692.17,3995.02,13121.8,258808.99,20210215,20210123,23,Partial,Procurement,
20210215,47,14,17,3,PO2021022353,8,RC20210283901,562.93,518.704,44.226,189.3317,98207.11,1221.23,7015.52,106443.86,20210215,20210207,8,Partial,ERP,
20210215,17,20,18,1,PO2021025262,9,RC20210265995,662.209,643.371,18.838,370.9525,238660.08,10616.67,17463.6,266740.35,20210215,20210204,11,Partial,Procurement,
20210215,8,1,2,5,PO2021025627,4,RC20210227539,522.094,497.418,24.676,312.689,155537.14,3380.15,5275.57,164192.86,20210215,20210129,17,Partial,ERP,
20210215,45,14,13,5,PO2021026093,4,RC20210289546,621.509,596.383,25.126,50.8662,30335.74,1054.74,2025.82,33416.3,20210215,20210205,10,Partial,ERP,
20210215,42,14,20,3,PO2021027958,7,RC20210267198,743.599,681.617,61.982,348.9177,237828.24,7082.65,23132.18,268043.07,20210215,20210205,10,Partial,VendorPortal,
20210215,29,12,2,2,PO2021021034,4,RC20210223408,901.284,877.939,23.345,116.5585,102331.25,4126.59,7379.31,113837.15,20210215,20210205,10,Partial,VendorPortal,
20210215,41,19,19,1,PO2021027390,4,RC20210279728,738.897,699.711,39.186,343.1313,240092.75,8500.99,5105.28,253699.02,20210215,20210205,10,Partial,ERP,
20210215,2,12,10,5,PO2021022371,2,RC20210214558,234.024,212.595,21.429,190.8529,40574.37,1809.96,1139.11,43523.44,20210215,20210203,12,Partial,ERP,
20210215,45,7,4,3,PO2021028392,3,RC20210231812,258.916,253.304,5.612,474.8776,120288.4,1345.48,3621.38,125255.26,20210215,20210129,17,Partial,ERP,
20210215,48,7,2,3,PO2021026903,6,RC20210291509,302.9,291.274,11.626,295.8816,86182.62,4228.32,7426.39,97837.33,20210215,20210120,26,Partial,ERP,
20210215,17,20,19,1,PO2021027667,8,RC20210241600,794.203,760.93,33.273,370.9525,282268.89,10299.94,15529.02,308097.85,20210215,20210123,23,Partial,VendorPortal,
20210215,14,6,9,4,PO2021025995,5,RC20210259771,468.833,454.63,14.203,232.2372,105582,4659.84,2769.46,113011.3,20210215,20210128,18,Partial,Procurement,
20210215,40,16,16,3,PO2021028141,5,RC20210222318,764.603,752.978,11.625,149.1455,112303.28,2718.5,2589.05,117610.83,20210215,20210127,19,Partial,Procurement,
20210215,31,8,7,3,PO2021025615,6,RC20210268351,194.882,193.891,0.991,343.0172,66507.95,2355.14,5374.43,74237.52,20210215,20210124,22,Accepted,VendorPortal,
20210215,25,3,4,1,PO2021025640,1,RC20210270670,902.836,825.399,77.437,55.6684,45948.64,1862.56,1843.39,49654.59,20210215,20210128,18,Partial,VendorPortal,
20210215,47,14,4,3,PO2021021790,1,RC20210287361,906.524,881.235,25.289,189.3317,166845.72,4016.94,3470.06,174332.72,20210215,20210119,27,Partial,ERP,
20210215,40,16,2,3,PO2021024576,3,RC20210234099,780.044,717.334,62.71,149.1455,106987.14,3911.03,5007.1,115905.27,20210215,20210123,23,Partial,ERP,
20210215,17,11,10,4,PO2021024480,8,RC20210219294,849.449,809.126,40.323,442.8035,358283.82,9795.86,17875.56,385955.24,20210215,20210121,25,Partial,VendorPortal,
20210215,8,1,8,5,PO2021028173,3,RC20210250867,548.967,538.36,10.607,312.689,168339.25,2907.04,6761.96,178008.25,20210215,20210118,28,Partial,ERP,
20210215,7,17,9,3,PO2021025548,1,RC20210298354,439.053,430.81,8.243,269.1662,115959.49,4436.16,4431.32,124826.97,20210215,20210125,21,Partial,ERP,
