date_key,product_key,store_key,promotion_key,channel_key,promo_flag,baseline_qty,actual_qty,lift_qty,baseline_sales_amt,actual_sales_amt,lift_sales_amt,markdown_amt,promo_cost_amt,incremental_margin_amt,lift_percent,roi
20210115,23,1,9,1,1,50.581,52.087,1.506,13242.61,12581.28,-661.33,1025.1,555.82,-704.6,2.98,-226.77
20210115,40,11,3,3,0,61.708,61.298,-0.41,10737.81,10666.46,-71.35,0,0,-71.35,-0.66,0
20210115,42,8,1,1,0,45.548,44.305,-1.243,26577.71,25852.41,-725.3,0,0,-725.3,-2.73,0
20210115,8,16,4,2,0,97.275,95.121,-2.154,14786.77,14459.34,-327.43,0,0,-327.43,-2.21,0
20210215,2,12,7,2,1,61.283,66.693,5.41,58142.86,53804.66,-4338.2,8702.72,856.45,-843.29,8.83,-198.46
20210215,42,8,6,1,1,33.185,33.7,0.515,19363.78,17111.8,-2251.98,2513.48,1957.45,-2952.69,1.55,-250.84
20210215,11,5,2,2,1,94.725,99.528,4.803,18857.85,18470.72,-387.13,1278.49,655.87,-403.76,5.07,-161.56
20210215,41,19,8,1,1,26.717,29.363,2.646,22487.97,20368.58,-2119.39,3954.87,1338.45,-1480.41,9.9,-210.61
20210215,46,6,4,2,0,26.973,28.068,1.095,17948.91,18677.57,728.66,0,0,728.66,4.06,0
20210215,11,17,7,4,0,60.327,61.285,0.958,54483.73,55348.93,865.2,0,0,865.2,1.59,0
20210215,35,2,3,1,0,72.781,70.137,-2.644,69321.72,66803.39,-2518.33,0,0,-2518.33,-3.63,0
20210215,23,1,1,1,0,25.919,26.763,0.844,6785.85,7006.82,220.97,0,0,220.97,3.26,0
20210215,13,8,10,1,1,61.428,63.267,1.839,21806.94,21197.17,-609.77,1225.92,2447.66,-2444.47,2.99,-199.87
20210215,25,12,5,4,0,97.503,96.977,-0.526,66749.58,66389.48,-360.1,0,0,-360.1,-0.54,0
20210215,45,7,6,2,1,78.82,82.437,3.617,41330.84,39072.07,-2258.77,3973.1,853.29,-1125.51,4.59,-231.9
20210215,8,1,3,1,0,92.077,93.031,0.954,84590.22,85466.65,876.43,0,0,876.43,1.04,0
20210215,45,7,10,2,1,100,107.313,7.313,52437,52463.1,26.1,3549.07,4202.77,-2402.14,7.31,-157.16
20210215,30,2,2,3,0,77.327,78.416,1.089,51042.01,51760.83,718.82,0,0,718.82,1.41,0
20210215,30,9,3,1,1,60.904,65.428,4.524,47536.18,44804.73,-2731.45,5829.46,4705.29,-4522.01,7.43,-196.1
20210215,41,19,10,1,0,29.122,28.735,-0.387,24512.28,24186.54,-325.74,0,0,-325.74,-1.33,0
20210215,44,3,5,1,0,27.268,26.676,-0.592,15423.6,15088.75,-334.85,0,0,-334.85,-2.17,0
20210215,14,8,6,1,1,68.13,74.071,5.941,44694.64,43751.48,-943.16,4452.33,2108.5,-825.49,8.72,-139.15
20210215,14,8,10,1,1,57.872,63.261,5.389,37965.19,36507.94,-1457.25,4567.24,1265.42,-439.05,9.31,-134.7
20210215,20,5,5,2,0,97.135,95.87,-1.265,23082.19,22781.59,-300.6,0,0,-300.6,-1.3,0
20210215,1,20,9,1,1,89.606,97.981,8.375,23762.62,21870.6,-1892.02,3761.43,4145.25,-4156.56,9.35,-200.27
20210215,14,8,10,1,1,87.086,92.985,5.899,57130.16,56406.22,-723.94,4302.37,561.4,865.84,6.77,54.23
20210215,41,14,7,1,1,87.418,94.909,7.491,51656.17,47897.93,-3758.24,7538.74,4164.37,-4153.24,8.57,-199.73
20210215,21,19,5,1,1,19.788,20.611,0.823,13677.47,12975.83,-701.64,1219.76,1034.87,-1126.63,4.16,-208.87
20210215,8,16,1,2,1,92.36,93.08,0.72,14039.64,11480.41,-2559.23,2648.04,3473.83,-4709.04,0.78,-235.56
20210215,50,13,7,2,0,29.389,30.026,0.637,8457.86,8641.18,183.32,0,0,183.32,2.17,0
20210215,11,10,8,1,0,77.012,80.759,3.747,43779.01,45909.07,2130.06,0,0,2130.06,4.87,0
20210215,26,10,3,3,0,92.119,96.554,4.435,82674.96,86655.28,3980.32,0,0,3980.32,4.81,0
20210215,43,5,1,4,0,49.515,49.581,0.066,31434.6,31476.5,41.9,0,0,41.9,0.13,0
20210215,48,16,1,4,1,34.245,36.627,2.382,12564.83,12642.15,77.32,744.86,981.23,-531.48,6.96,-154.16
20210215,12,10,5,2,0,88.872,87.596,-1.276,39087.68,38526.47,-561.21,0,0,-561.21,-1.44,0
20210215,13,12,5,2,1,78.614,85.878,7.264,15619.82,15757.09,137.27,1195.54,526.09,208.95,9.24,-60.28
20210215,29,12,9,2,1,12.375,12.604,0.229,9835.28,9478.36,-356.92,529.13,3639.08,-3731.44,1.85,-202.54
20210215,35,7,3,1,1,55.988,60.912,4.924,29342.19,25549.56,-3792.63,5858,1868.41,-2732.04,8.79,-246.22
20210215,30,2,5,3,0,38.7,38.439,-0.261,25545.1,25372.82,-172.28,0,0,-172.28,-0.67,0
20210215,50,6,2,3,0,83.914,81.651,-2.263,74161.51,72161.52,-1999.99,0,0,-1999.99,-2.7,0
20210215,48,7,10,3,1,65.721,68.041,2.32,19603.92,18542.93,-1060.99,1693.25,645.6,-859.97,3.53,-233.2
20210215,24,19,3,4,1,10.191,11.11,0.919,1740.62,1699.69,-40.93,181.53,2708.44,-2658.6,9.02,-198.16
20210215,8,1,6,1,0,66.882,65.2,-1.682,61443.82,59898.59,-1545.23,0,0,-1545.23,-2.51,0
20210215,49,17,8,3,0,85.471,84.958,-0.513,79338.46,78862.26,-476.2,0,0,-476.2,-0.6,0
20210215,47,14,10,4,0,38.172,37.271,-0.901,20985.82,20490.48,-495.34,0,0,-495.34,-2.36,0
20210215,17,20,3,2,0,29.999,31.3,1.301,15027.1,15678.8,651.7,0,0,651.7,4.34,0
20210215,40,11,1,3,1,48.534,53.013,4.479,8445.4,8371.98,-73.42,780.76,3232.07,-2915.11,9.23,-190.19
20210215,45,14,3,4,1,49.657,50.444,0.787,38551.21,36005.91,-2545.3,3107.04,3726.38,-4718.16,1.58,-226.62
20210215,13,8,3,1,1,10.322,10.782,0.46,3664.31,3245.98,-418.33,556.82,1198.81,-1338.73,4.46,-211.67
20210215,29,12,5,2,1,59.07,59.463,0.393,46947.06,39905.86,-7041.2,7304.95,565.7,-3954.42,0.67,-799.03
20210215,29,6,9,4,1,64.894,65.292,0.398,9583.55,7925.76,-1657.79,1706.1,4218.98,-5023.72,0.61,-219.07
20210215,2,12,7,2,1,49.625,50.871,1.246,47082.22,44586.51,-2495.71,3587.78,2189.19,-2891.01,2.51,-232.06
20210215,10,16,7,1,1,46.511,49.087,2.576,6500.38,6186.48,-313.9,638.55,4567.76,-4562.38,5.54,-199.88
20210215,3,12,2,1,1,54.548,58.036,3.488,15318.17,13691.03,-1627.14,2449.98,3743.44,-4145.59,6.39,-210.74
20210215,17,20,7,2,1,83.741,91.908,8.167,41947.54,39776.45,-2171.09,5705.65,4854.96,-4173.23,9.75,-185.96
20210215,14,6,4,1,1,63.9,65.392,1.492,27280.19,22364.01,-4916.18,5426.44,2692.52,-4895.48,2.33,-281.82
20210215,40,16,9,1,0,19.807,19.324,-0.483,13857.97,13520.04,-337.93,0,0,-337.93,-2.44,0
20210215,31,8,4,4,1,88.516,91.654,3.138,67455.39,57674.99,-9780.4,11755.05,1957.08,-5859.96,3.55,-399.42
20210215,41,11,10,2,1,36.652,38.458,1.806,3778.45,3436.13,-342.32,503.69,4081.87,-4172.34,4.93,-202.22
20210215,47,14,9,4,1,15.643,15.73,0.087,8600.05,7022.79,-1577.26,1616.1,2224.11,-2993.32,0.56,-234.59
20210215,40,16,8,1,0,96.387,95.369,-1.018,67437.16,66724.92,-712.24,0,0,-712.24,-1.06,0
20210215,50,13,9,2,1,88.823,92.178,3.355,25562.37,23392.94,-2169.43,3020.86,1723.43,-2382.43,3.78,-238.24
20210215,40,11,2,3,1,59.21,63.034,3.824,10303.13,8841.35,-1461.78,1998.14,3315.06,-3777.77,6.46,-213.96
20210215,7,17,3,4,1,65.127,66.126,0.999,18602.23,17766.25,-835.98,1104.38,3779.82,-4063.61,1.53,-207.51
20210315,32,13,3,1,0,36.487,34.9,-1.587,33182.74,31739.46,-1443.28,0,0,-1443.28,-4.35,0
20210315,19,1,8,3,1,14.475,14.67,0.195,12987.11,11660.3,-1326.81,1481.8,2926.69,-3512.6,1.35,-220.02
20210315,10,16,3,1,0,74.544,77.303,2.759,10418.27,10803.87,385.6,0,0,385.6,3.7,0
20210315,11,15,6,2,1,10.085,10.409,0.324,8052.37,7457.14,-595.23,827.34,2702.2,-2883.76,3.21,-206.72
20210315,20,5,10,2,0,14.428,13.86,-0.568,3428.53,3293.55,-134.98,0,0,-134.98,-3.94,0
20210315,14,8,10,1,1,29.66,31.412,1.752,19457.55,18276.19,-1181.36,2200.71,4012.86,-4093.86,5.91,-202.02
20210315,7,3,1,1,0,23.211,22.232,-0.979,8359.67,8007.08,-352.59,0,0,-352.59,-4.22,0
20210315,7,17,2,4,1,76.81,80.869,4.059,21939.24,18865.88,-3073.36,4020.29,3796.33,-4859.54,5.28,-228.01
20210315,13,12,6,2,1,48.304,50.239,1.935,9597.52,8519.65,-1077.87,1406.01,4275.42,-4650.28,4.01,-208.77
20210315,13,2,4,4,0,40.19,39.411,-0.779,20070.08,19681.07,-389.01,0,0,-389.01,-1.94,0
20210315,48,16,1,4,1,11.975,12.799,0.824,4393.75,3967.59,-426.16,681.59,721.07,-806.44,6.88,-211.84
20210315,1,13,3,4,1,71.908,76.987,5.079,47811.63,47044.5,-767.13,3870.76,4572.28,-3404.03,7.06,-174.45
20210315,14,8,6,1,1,44.924,46.596,1.672,29471.04,27293.39,-2177.65,3157.02,640.44,-1239.58,3.72,-293.55
20210315,48,16,8,4,0,72.779,69.5,-3.279,26703.34,25500.25,-1203.09,0,0,-1203.09,-4.51,0
20210315,45,7,6,2,1,38.582,39.174,0.592,20231.24,18171.34,-2059.9,2334.51,1308.49,-2201.14,1.53,-268.22
20210315,6,6,5,2,1,65.741,72.313,6.572,9946.61,8993.38,-953.23,1770.58,2302.15,-2370.09,10,-202.95
20210315,44,9,9,3,0,76.987,75.557,-1.43,74463.37,73080.24,-1383.13,0,0,-1383.13,-1.86,0
20210315,49,12,4,4,1,96.972,101.166,4.194,30214.54,29657.8,-556.74,1786.25,4442.53,-4106.14,4.32,-192.43
20210315,41,14,4,1,1,55.685,59.422,3.737,32904.82,31966.46,-938.36,2948.71,1839.76,-1303.76,6.71,-170.87
20210315,17,11,7,3,1,99.04,104.072,5.032,32276.15,29863.65,-2412.5,3856.43,3625.99,-4110.27,5.08,-213.36
20210315,16,18,10,1,1,34.249,37.338,3.089,19519.88,17390.55,-2129.33,3568.06,2627.97,-2973.27,9.02,-213.14
20210315,43,5,4,4,0,50.485,51.873,1.388,32050.4,32931.57,881.17,0,0,881.17,2.75,0
20210315,50,13,5,2,1,52.912,57.535,4.623,15227.54,14295.78,-931.76,2080.44,1693.28,-1584.82,8.74,-193.59
20210315,16,7,4,1,1,68.813,72.895,4.082,37220.95,32181.52,-5039.43,6841.54,859.65,-2478.31,5.93,-388.29
20210315,31,8,6,4,0,91.69,94.107,2.417,69874.2,71716.12,1841.92,0,0,1841.92,2.64,0
20210315,1,13,9,4,0,69.443,71.362,1.919,46172.65,47448.59,1275.94,0,0,1275.94,2.76,0
20210315,3,12,4,1,1,95.03,96.763,1.733,26686.32,22347.57,-4338.75,4738.99,1013.84,-2983.1,1.82,-394.24
20210315,42,8,9,1,1,84.538,92.934,8.396,49328.77,50141.75,812.98,3717.01,3481.42,-809.94,9.93,-123.26
20210315,14,8,6,1,1,41.079,43.342,2.263,26948.65,24497.62,-2451.03,3730.11,1161.89,-1747.86,5.51,-250.43
20210315,13,8,10,1,0,12.968,13.478,0.51,4603.64,4784.69,181.05,0,0,181.05,3.93,0
20210315,23,1,2,1,0,26.226,25.031,-1.195,6866.23,6553.37,-312.86,0,0,-312.86,-4.56,0
20210315,13,8,8,1,1,60.009,62.408,2.399,21303.2,19504.23,-1798.97,2548.72,2036.44,-2561.05,4,-225.76
20210315,17,11,5,3,0,72.006,72.244,0.238,23466.04,23543.6,77.56,0,0,77.56,0.33,0
20210315,11,15,4,2,0,91.871,88.188,-3.683,73354.4,70413.71,-2940.69,0,0,-2940.69,-4.01,0
20210315,44,9,8,3,1,17.344,18.432,1.088,16775.46,15256.16,-1519.3,2419.84,1207.28,-1516.66,6.27,-225.63
20210315,19,1,8,3,0,72.381,72.356,-0.025,64940.96,64918.53,-22.43,0,0,-22.43,-0.03,0
20210315,30,9,6,1,0,85.279,87.029,1.75,66561.11,67927,1365.89,0,0,1365.89,2.05,0
20210315,25,12,2,4,0,15.884,15.216,-0.668,10874.03,10416.72,-457.31,0,0,-457.31,-4.21,0
20210315,4,19,10,1,1,83.195,88.573,5.378,24104.92,22239.75,-1865.17,3215.53,1917.88,-2175.28,6.46,-213.42
20210315,32,3,9,3,1,13.293,13.607,0.314,10528.32,10054.61,-473.71,705.74,3157.34,-3278.18,2.36,-203.83
20210315,12,10,7,2,1,45.966,49.983,4.017,20216.77,19538.46,-678.31,2248.56,3700.29,-3254.32,8.74,-187.95
20210315,45,7,5,2,1,19.833,21.289,1.456,10399.83,10180.89,-218.94,915.24,1937.64,-1698.96,7.34,-187.68
20210315,7,17,8,4,0,69.146,71.543,2.397,19750.17,20434.83,684.66,0,0,684.66,3.47,0
20210315,16,1,9,1,1,69.086,70.66,1.574,33799.63,31882.24,-1917.39,2627.6,1846.31,-2449.9,2.28,-232.69
20210315,49,18,4,2,1,98.652,108.089,9.437,83445.78,85005.93,1560.15,5861.52,2218.18,2272.73,9.57,2.46
20210315,35,2,8,1,0,36.353,34.907,-1.446,34625.14,33247.87,-1377.27,0,0,-1377.27,-3.98,0
20210315,12,3,9,1,0,29.558,28.925,-0.633,29395.73,28766.2,-629.53,0,0,-629.53,-2.14,0
20210315,43,5,7,4,1,49.414,50.374,0.96,31370.48,27341.58,-4028.9,4549.96,3044.02,-4797.94,1.94,-257.62
20210315,41,19,9,1,1,14.455,14.459,0.004,12166.92,11448.57,-718.35,721.52,3280.15,-3637.74,0.03,-210.9
20210315,30,9,6,1,1,78.312,83.734,5.422,61123.3,60004.47,-1118.83,5004.28,1019.16,364.15,6.92,-64.27
20210315,25,12,5,4,1,60.679,64.071,3.392,41540.24,37214.74,-4325.5,6295.69,1476.52,-2654.18,5.59,-279.76
20210315,41,14,5,1,0,66.077,65.492,-0.585,39045.56,38699.88,-345.68,0,0,-345.68,-0.89,0
20210315,16,1,8,1,1,15.923,17.508,1.585,7790.17,7393.26,-396.91,1066.22,2019.15,-1882.95,9.95,-193.25
20210315,7,3,7,1,0,77.07,78.227,1.157,27757.53,28174.24,416.71,0,0,416.71,1.5,0
20210315,8,16,2,2,1,53.718,55.45,1.732,8165.67,6968.46,-1197.21,1414.87,4682.47,-5172.25,3.22,-210.46
20210315,31,14,5,4,1,31.983,32.435,0.452,24841.84,22739.06,-2102.78,2419.65,2919.41,-3812.37,1.41,-230.59
20210315,14,6,6,1,0,49.729,52.093,2.364,21230.3,22239.54,1009.24,0,0,1009.24,4.75,0
20210315,30,2,3,3,1,22.751,22.96,0.209,15017.48,13791.63,-1225.85,1351.39,2207.44,-2757.6,0.92,-224.92
20210315,8,1,7,1,0,88.402,92.669,4.267,81214.03,85134.08,3920.05,0,0,3920.05,4.83,0
20210315,31,8,4,4,0,25.565,25.607,0.042,19482.32,19514.33,32.01,0,0,32.01,0.16,0
20210415,46,8,2,3,1,90.144,91.311,1.167,39474.06,36522.6,-2951.46,3418.23,4743.45,-5985.8,1.29,-226.19
20210415,28,14,4,4,0,56.7,57.013,0.313,37685.09,37893.12,208.03,0,0,208.03,0.55,0
20210415,39,14,5,4,1,69.299,71.37,2.071,34429.82,32987.36,-1442.46,2399.68,4893.5,-5136.12,2.99,-204.96
20210415,30,2,10,3,0,94.539,90.188,-4.351,62403.3,59531.3,-2872,0,0,-2872,-4.6,0
20210415,20,8,6,1,1,92.789,92.933,0.144,80090.83,65088.47,-15002.36,15103.21,1447.51,-8898.26,0.16,-714.73
20210415,50,13,7,2,0,66.816,65.426,-1.39,19228.98,18828.95,-400.03,0,0,-400.03,-2.08,0
20210415,40,11,4,3,0,34.047,35.736,1.689,5924.52,6218.42,293.9,0,0,293.9,4.96,0
20210415,40,11,9,3,1,35.37,37.534,2.164,6154.73,6167.4,12.67,342.91,4977.6,-4793.48,6.12,-196.3
20210415,30,2,3,3,1,59.146,62.62,3.474,39041.09,36356.96,-2684.13,4701.12,2300.61,-2634.18,5.87,-214.5
20210415,25,12,5,4,1,49.344,52.684,3.34,33780.41,33391.15,-389.26,2506.16,4892.63,-4028.81,6.77,-182.34
20210415,35,7,7,1,0,98.403,96.709,-1.694,51571.04,50683.25,-887.79,0,0,-887.79,-1.72,0
20210415,11,10,4,1,0,86.425,82.67,-3.755,49130.02,46995.41,-2134.61,0,0,-2134.61,-4.34,0
20210415,23,1,5,1,0,75.142,77.541,2.399,19672.93,20301.01,628.08,0,0,628.08,3.19,0
20210415,21,19,1,1,0,73.815,75.284,1.469,51020.93,52036.3,1015.37,0,0,1015.37,1.99,0
20210415,17,20,6,2,0,18.289,18.49,0.201,9161.33,9262.01,100.68,0,0,100.68,1.1,0
20210415,48,7,6,3,0,43.843,42.017,-1.826,13077.93,12533.25,-544.68,0,0,-544.68,-4.16,0
20210415,47,14,2,4,0,80.214,79.98,-0.234,44099.25,43970.6,-128.65,0,0,-128.65,-0.29,0
20210415,9,1,7,2,1,34.705,36.94,2.235,15992.06,15242.01,-750.05,1672.25,3881.94,-3795.86,6.44,-197.78
20210415,10,16,8,1,1,21.371,23.313,1.942,2986.81,3025.23,38.42,213.59,3589.12,-3443.9,9.09,-195.95
20210415,12,3,4,1,0,99.477,97.781,-1.696,98930.87,97244.18,-1686.69,0,0,-1686.69,-1.7,0
20210415,31,19,6,1,1,24.136,24.763,0.627,11374.33,10866.39,-507.94,783.08,2862.31,-2978.71,2.6,-204.07
20210415,16,7,9,1,1,87.8,92.605,4.805,47491.02,47457.81,-33.21,2495.65,3671.69,-2457.07,5.47,-166.92
20210415,3,12,3,1,0,45.053,43.962,-1.091,12651.78,12345.41,-306.37,0,0,-306.37,-2.42,0
20210415,11,5,2,2,0,19.182,19.336,0.154,3818.75,3849.41,30.66,0,0,30.66,0.8,0
20210415,48,16,2,4,0,94.472,91.294,-3.178,34662.72,33496.68,-1166.04,0,0,-1166.04,-3.36,0
20210415,31,19,7,1,0,49.577,48.748,-0.829,23363.66,22972.98,-390.68,0,0,-390.68,-1.67,0
20210415,30,9,7,1,1,55.299,55.347,0.048,43161.42,40339.76,-2821.66,2856.65,3470.16,-4863.5,0.09,-240.15
20210415,9,1,2,2,1,28.126,30.016,1.89,12960.46,11944.47,-1015.99,1768.09,1093.72,-1225.66,6.72,-212.06
20210415,44,13,9,4,1,84.026,90.232,6.206,35118.67,31199.92,-3918.75,6064.62,2105.35,-2991.79,7.39,-242.1
20210415,28,14,7,4,1,40.782,41.495,0.713,27105.35,25467.55,-1637.8,2075.4,3518.44,-4118.54,1.75,-217.06
20210415,6,6,5,2,1,96.579,97.454,0.875,14612.4,13791.15,-821.25,945.08,3704.27,-4052.98,0.91,-209.41
20210415,6,6,1,2,1,79.867,79.908,0.041,12083.88,11109.99,-973.89,979.59,3218.91,-3703,0.05,-215.04
20210415,3,12,9,1,1,72.556,73.681,1.125,20375.18,17806.01,-2569.17,2841.04,1559.32,-2707.97,1.55,-273.66
20210415,13,2,1,4,1,87.555,96.024,8.469,43723.22,40519.42,-3203.8,6777.48,1905.63,-1720.69,9.67,-190.3
20210415,4,10,8,1,0,52.273,50.272,-2.001,19768.6,19011.86,-756.74,0,0,-756.74,-3.83,0
20210415,14,17,5,3,1,81.54,81.921,0.381,32860.62,30339.59,-2521.03,2662.14,4068.67,-5258.63,0.47,-229.25
20210415,33,13,6,4,1,44.304,47.897,3.593,13654.94,13182.78,-472.16,1461.06,914.6,-656.23,8.11,-171.75
20210415,12,3,3,1,0,78.481,78.4,-0.081,78050.14,77969.58,-80.56,0,0,-80.56,-0.1,0
20210415,2,12,5,2,0,72.714,70.029,-2.685,68988.13,66440.71,-2547.42,0,0,-2547.42,-3.69,0
20210415,26,20,5,4,1,88.828,89.716,0.888,50580.44,47815.45,-2764.99,3238.26,4692.67,-5838.53,1,-224.42
20210415,50,20,10,2,0,71.235,74.317,3.082,61574.11,64238.13,2664.02,0,0,2664.02,4.33,0
