fiscal_month_key,store_key,currency_key,category,budget_sales_amt,budget_units,budget_cogs_amt,budget_margin_amt,budget_opex_amt,budget_marketing_amt,budget_headcount,budget_version,budget_scenario,is_locked,approved_by,approved_date,load_date
202101,7,2,Electronics,37655.042897440384,455.169,166357.41,72253.02,34471.8,8286.33,62.66,Original,Base Case,1,finance_user42,2021-02-16,2021-02-16 00:00:00
202101,7,2,Apparel,87960.57037255856,1063.255,384757.03,172626.71,112092.92,25521.56,51.19,Forecast,Best Case,0,finance_user42,2021-02-11,2021-02-13 00:00:00
202101,7,2,Grocery,90474.4981044714,1093.643,441770.31,131543.55,67814.17,14595.64,49.41,Forecast,Base Case,1,finance_user39,2021-02-20,2021-02-19 00:00:00
202101,7,2,Home,57855.97915862168,699.355,288442.62,78175.99,54750.92,16164.19,52.01,Original,Worst Case,0,finance_user05,2021-02-19,2021-02-22 00:00:00
202101,7,2,Beauty,37925.47194119618,458.438,146128.59,94195.47,44610.88,12725.77,52.47,Forecast,Base Case,1,finance_user22,2021-02-11,2021-02-10 00:00:00
202101,16,3,Electronics,709.131273863676,10.256,2964.5,1417.19,794.6,311.75,60.61,Original,Base Case,1,finance_user21,2021-02-19,2021-02-19 00:00:00
202101,16,3,Apparel,1238.143084404621,17.907,5503.26,2147.17,818.28,313.31,70.53,Revised,Base Case,1,finance_user25,2021-02-10,2021-02-13 00:00:00
202101,16,3,Grocery,1207.8903944554604,17.47,5053.91,2409.59,916.33,230.42,43.53,Original,Base Case,1,finance_user46,2021-02-07,2021-02-06 00:00:00
202101,16,3,Home,1156.6584277818058,16.729,5083.84,2063.1,1020.14,420.76,55.44,Revised,Worst Case,1,finance_user19,2021-02-13,2021-02-13 00:00:00
202101,16,3,Beauty,710.3207954553218,10.273,2827.01,1562.03,853.3,88.84,37.41,Original,Worst Case,1,finance_user20,2021-02-06,2021-02-03 00:00:00
202101,8,2,Electronics,142232.6764680718,1193.72,462460.06,277370.23,170156.32,30080.07,83.5,Revised,Base Case,1,finance_user43,2021-02-07,2021-02-05 00:00:00
202101,8,2,Apparel,133903.84272243257,1123.818,446981.54,249525.91,140062.92,33769.56,69.03,Original,Best Case,1,finance_user49,2021-02-10,2021-02-09 00:00:00
202101,8,2,Grocery,150114.58760844896,1259.871,470242.74,310585.69,168729.66,45237.91,71.44,Forecast,Base Case,0,finance_user20,2021-02-16,2021-02-16 00:00:00
202101,8,2,Home,193757.5127151493,1626.154,778906.3,228932.96,169193.17,66491.07,87.35,Revised,Worst Case,1,finance_user05,2021-02-15,2021-02-13 00:00:00
202101,8,2,Beauty,216027.73867143583,1813.062,822516.94,301162.01,159931.76,60840.86,65.34,Forecast,Worst Case,1,finance_user44,2021-02-12,2021-02-12 00:00:00
202101,8,3,Electronics,1160.9867675238504,9.744,3785.93,2253.0,1018.79,162.39,72.52,Revised,Base Case,0,finance_user19,2021-02-15,2021-02-14 00:00:00
202101,8,3,Apparel,2608.641966175428,21.894,8791.43,4777.55,2265.63,708.29,86.52,Original,Best Case,1,finance_user38,2021-02-11,2021-02-09 00:00:00
202101,8,3,Grocery,1622.2877809381685,13.615,5465.33,2973.08,1458.6,500.71,80.37,Forecast,Base Case,1,finance_user14,2021-02-11,2021-02-12 00:00:00
202101,8,3,Home,448.03573513502937,3.76,1643.64,686.84,295.61,107.94,55.6,Revised,Base Case,0,finance_user32,2021-02-18,2021-02-21 00:00:00
202101,8,3,Beauty,1975.9381773599105,16.584,7022.69,3255.25,1661.63,371.81,64.28,Revised,Worst Case,0,finance_user39,2021-02-10,2021-02-12 00:00:00
202101,6,2,Electronics,44464.61669346115,569.944,211741.88,57534.33,36284.53,20737.47,77.82,Original,Best Case,1,finance_user43,2021-02-19,2021-02-17 00:00:00
202101,6,2,Apparel,90961.9792540916,1165.944,384326.36,166536.3,108532.04,30935.03,48.38,Revised,Base Case,1,finance_user45,2021-02-05,2021-02-07 00:00:00
202101,6,2,Grocery,38757.817876896464,496.795,160226.76,74489.27,32329.77,11248.88,62.92,Original,Best Case,1,finance_user40,2021-02-14,2021-02-15 00:00:00
202101,6,2,Home,16830.247862373304,215.729,69809.89,32113.52,13766.84,5447.06,54.93,Forecast,Worst Case,1,finance_user12,2021-02-08,2021-02-10 00:00:00
202101,6,2,Beauty,16809.815119095874,215.467,68360.58,33439.09,13187.1,3285.74,43.17,Forecast,Base Case,1,finance_user27,2021-02-18,2021-02-19 00:00:00
202101,19,3,Electronics,3949.517755372148,22.336,6909.57,2175.62,1628.19,506.9,45.35,Forecast,Worst Case,1,finance_user05,2021-02-17,2021-02-18 00:00:00
202101,19,3,Apparel,1035.9214094962915,5.859,1654.58,728.38,406.5,140.89,24.92,Revised,Base Case,1,finance_user23,2021-02-11,2021-02-08 00:00:00
202101,19,3,Grocery,1330.2662693159464,7.523,2386.34,673.71,650.06,159.94,63.9,Original,Base Case,1,finance_user36,2021-02-11,2021-02-09 00:00:00
202101,19,3,Home,1499.0464784830897,8.478,2233.62,1214.69,708.45,240.83,46.68,Revised,Base Case,1,finance_user01,2021-02-17,2021-02-17 00:00:00
202101,19,3,Beauty,3032.9184110714714,17.153,5022.13,1954.58,1337.62,370.89,49.3,Original,Base Case,1,finance_user22,2021-02-09,2021-02-08 00:00:00
202101,17,3,Electronics,1081.9975544758497,19.716,8481.29,4181.14,2999.12,644.87,100.52,Original,Worst Case,1,finance_user13,2021-02-10,2021-02-11 00:00:00
202101,17,3,Apparel,332.0206356694783,6.05,2596.59,1288.99,629.92,308.56,98.57,Revised,Best Case,1,finance_user21,2021-02-15,2021-02-14 00:00:00
202101,17,3,Grocery,273.0212152214761,4.975,1920.06,1275.06,786.32,234.24,109.31,Original,Best Case,1,finance_user43,2021-02-20,2021-02-18 00:00:00
202101,17,3,Home,1862.882390279943,33.945,13642.3,8158.7,5056.74,966.02,83.1,Revised,Base Case,0,finance_user42,2021-02-12,2021-02-11 00:00:00
202101,17,3,Beauty,1992.3365831228505,36.304,18498.93,4817.04,4580.47,1209.74,91.92,Revised,Base Case,0,finance_user01,2021-02-20,2021-02-18 00:00:00
202101,12,1,Electronics,51204.81191021959,774.336,370496.61,171234.9,118148.08,28076.48,56.2,Original,Worst Case,1,finance_user45,2021-02-06,2021-02-08 00:00:00
202101,12,1,Apparel,19284.450837424887,291.626,156771.47,47252.22,29667.45,12626.39,56.51,Original,Base Case,1,finance_user50,2021-02-14,2021-02-16 00:00:00
202101,12,1,Grocery,13912.325536500584,210.387,93943.93,53244.29,20176.63,6099.17,103.42,Revised,Base Case,0,finance_user43,2021-02-10,2021-02-11 00:00:00
202101,12,1,Home,53665.008499251046,811.54,362787.48,204972.17,80929.15,37969.91,77.69,Forecast,Best Case,1,finance_user23,2021-02-08,2021-02-10 00:00:00
202101,12,1,Beauty,87287.0483797316,1319.984,700955.0,222515.72,208618.31,22308.43,33.6,Revised,Best Case,0,finance_user22,2021-02-05,2021-02-04 00:00:00
202101,9,3,Electronics,1234.5851450883988,16.409,7629.3,2766.2,2427.46,755.37,71.27,Original,Best Case,1,finance_user02,2021-02-11,2021-02-14 00:00:00
202101,9,3,Apparel,1831.4970570824928,24.342,9484.09,5937.55,2239.18,1095.77,112.31,Original,Base Case,1,finance_user32,2021-02-19,2021-02-19 00:00:00
202101,9,3,Grocery,2023.903746458585,26.9,12687.97,4353.78,3368.02,763.29,90.28,Forecast,Base Case,0,finance_user06,2021-02-06,2021-02-07 00:00:00
202101,9,3,Home,855.8689816071335,11.375,5203.72,2002.9,1441.15,487.37,91.6,Revised,Base Case,1,finance_user35,2021-02-14,2021-02-12 00:00:00
202101,9,3,Beauty,1723.0844366654474,22.901,10793.44,3715.34,3274.74,699.65,77.88,Revised,Base Case,1,finance_user19,2021-02-08,2021-02-07 00:00:00
202101,19,1,Electronics,136151.3539514852,770.004,240241.21,72951.69,58928.97,10178.86,63.62,Original,Best Case,1,finance_user14,2021-02-20,2021-02-23 00:00:00
202101,19,1,Apparel,41014.84282247063,231.959,60658.58,33689.06,15966.99,4818.66,72.59,Original,Worst Case,1,finance_user24,2021-02-15,2021-02-15 00:00:00
202101,19,1,Grocery,143301.69653902014,810.442,262816.47,66824.57,40031.58,14498.98,63.26,Original,Best Case,1,finance_user45,2021-02-07,2021-02-07 00:00:00
202101,19,1,Home,149211.58175205396,843.866,257147.94,86087.77,63053.5,24155.88,49.98,Revised,Best Case,0,finance_user06,2021-02-09,2021-02-12 00:00:00
202101,19,1,Beauty,204984.4486895819,1159.289,304808.2,166723.45,51823.86,31653.86,73.35,Forecast,Base Case,1,finance_user29,2021-02-09,2021-02-07 00:00:00
202101,10,2,Electronics,45378.23106751934,661.01,217886.65,115358.64,41924.38,18578.04,61.42,Revised,Base Case,1,finance_user44,2021-02-11,2021-02-09 00:00:00
202101,10,2,Apparel,83815.43236153676,1220.912,467713.51,147804.05,104531.8,41288.04,47.4,Original,Base Case,0,finance_user31,2021-02-17,2021-02-19 00:00:00
202101,10,2,Grocery,11319.992239396586,164.895,53868.57,29262.35,9480.5,3092.14,48.77,Original,Base Case,1,finance_user44,2021-02-08,2021-02-10 00:00:00
202101,10,2,Home,71784.52306403956,1045.662,335714.82,191451.05,112911.09,20999.46,65.86,Revised,Base Case,1,finance_user03,2021-02-11,2021-02-11 00:00:00
202101,10,2,Beauty,99593.0215378345,1450.739,550426.46,180957.39,83766.07,27266.77,42.4,Original,Best Case,1,finance_user24,2021-02-17,2021-02-14 00:00:00
202101,15,1,Electronics,73449.01406615578,971.27,550319.5,146314.44,124925.89,18973.21,54.05,Revised,Base Case,1,finance_user23,2021-02-12,2021-02-11 00:00:00
202101,15,1,Apparel,53130.401776763705,702.582,375495.7,128424.49,84625.09,30078.85,23.62,Original,Base Case,1,finance_user46,2021-02-06,2021-02-06 00:00:00
202101,15,1,Grocery,73154.09785207457,967.37,431555.53,262281.25,144146.7,37847.82,33.13,Forecast,Best Case,0,finance_user19,2021-02-11,2021-02-08 00:00:00
202101,15,1,Home,69391.42682202895,917.613,494896.63,163252.75,130355.57,51623.37,64.69,Revised,Best Case,1,finance_user09,2021-02-17,2021-02-17 00:00:00
202101,15,1,Beauty,19102.66543003924,252.608,140450.68,40730.31,23859.07,13571.83,42.4,Revised,Base Case,1,finance_user20,2021-02-19,2021-02-17 00:00:00
202101,12,3,Electronics,1391.6803924675391,21.045,9041.57,5681.98,2220.72,604.07,70.54,Forecast,Best Case,1,finance_user34,2021-02-07,2021-02-04 00:00:00
202101,12,3,Apparel,848.9040936301981,12.837,7164.84,1816.31,1750.52,433.57,97.15,Revised,Base Case,1,finance_user27,2021-02-09,2021-02-11 00:00:00
202101,12,3,Grocery,882.6517448318513,13.348,6529.99,2808.2,1757.78,668.0,79.52,Revised,Base Case,0,finance_user08,2021-02-18,2021-02-20 00:00:00
202101,12,3,Home,385.8625755574169,5.835,2540.34,1541.97,560.92,132.84,83.52,Revised,Base Case,1,finance_user39,2021-02-05,2021-02-04 00:00:00
202101,12,3,Beauty,557.2767110344215,8.427,4635.95,1259.88,968.24,351.29,64.71,Revised,Base Case,1,finance_user05,2021-02-15,2021-02-17 00:00:00
202101,3,1,Electronics,49453.43226083524,550.909,292851.54,143481.65,52959.92,9514.68,31.13,Revised,Base Case,1,finance_user41,2021-02-05,2021-02-03 00:00:00
202101,3,1,Apparel,24096.49577667021,268.434,143419.78,69186.31,41002.33,13913.94,67.58,Original,Best Case,1,finance_user41,2021-02-13,2021-02-16 00:00:00
202101,3,1,Grocery,37322.38875920282,415.77,251457.77,77841.85,49430.71,11999.17,87.09,Original,Base Case,0,finance_user23,2021-02-05,2021-02-06 00:00:00
202101,3,1,Home,21420.087610778846,238.619,136898.59,52093.25,40955.67,11852.58,56.32,Original,Base Case,1,finance_user02,2021-02-16,2021-02-19 00:00:00
202101,3,1,Beauty,60458.79589104964,673.508,335807.04,197627.71,107217.87,21042.7,69.85,Original,Base Case,0,finance_user25,2021-02-19,2021-02-20 00:00:00
202101,3,2,Electronics,70380.7935164585,784.039,478168.53,142809.12,71188.23,48112.56,74.1,Original,Best Case,1,finance_user09,2021-02-15,2021-02-12 00:00:00
202101,3,2,Apparel,45645.18993264607,508.485,313179.87,89552.76,55493.31,31645.11,67.05,Revised,Worst Case,0,finance_user40,2021-02-07,2021-02-05 00:00:00
202101,3,2,Grocery,42859.01664542242,477.448,227688.66,150461.25,53020.63,20163.21,60.94,Original,Worst Case,1,finance_user44,2021-02-13,2021-02-15 00:00:00
202101,3,2,Home,37898.88260692449,422.192,224006.91,110379.19,56590.5,26209.35,60.87,Forecast,Base Case,1,finance_user05,2021-02-15,2021-02-15 00:00:00
202101,3,2,Beauty,32395.149008771903,360.881,176734.72,109091.31,61781.27,13720.87,59.75,Original,Base Case,1,finance_user46,2021-02-19,2021-02-20 00:00:00
202101,1,2,Electronics,44025.03525458678,633.339,209776.04,100080.9,41422.97,17131.17,36.76,Original,Base Case,0,finance_user09,2021-02-20,2021-02-18 00:00:00
202101,1,2,Apparel,27317.706114018776,392.99,136690.81,55576.63,32328.7,6809.98,42.63,Original,Base Case,1,finance_user47,2021-02-07,2021-02-08 00:00:00
202101,1,2,Grocery,50327.05836229358,724.0,275213.94,78997.88,67569.89,23189.04,28.42,Revised,Base Case,1,finance_user35,2021-02-20,2021-02-19 00:00:00
202101,1,2,Home,43061.56286369816,619.479,227830.04,75245.79,42835.42,17440.52,33.06,Revised,Base Case,0,finance_user40,2021-02-08,2021-02-05 00:00:00
202101,1,2,Beauty,8487.356450552372,122.098,46794.86,12940.85,11494.88,2544.67,10.0,Original,Base Case,0,finance_user14,2021-02-10,2021-02-12 00:00:00
202101,1,4,Electronics,52504.00035336844,755.317,290689.41,78844.17,37153.66,15584.8,19.56,Original,Base Case,1,finance_user39,2021-02-17,2021-02-15 00:00:00
202101,1,4,Apparel,51551.29208049792,741.611,267069.2,95759.03,71346.8,26956.57,10.0,Revised,Best Case,1,finance_user45,2021-02-06,2021-02-05 00:00:00
202101,1,4,Grocery,49274.433897318144,708.857,272108.71,74694.54,35795.3,7700.98,25.91,Forecast,Worst Case,1,finance_user26,2021-02-20,2021-02-23 00:00:00
202101,1,4,Home,34584.28001356136,497.526,187275.6,56135.43,37536.53,7204.55,22.82,Revised,Base Case,1,finance_user13,2021-02-09,2021-02-12 00:00:00
202101,1,4,Beauty,52039.172603868494,748.63,225376.51,140885.52,69898.64,26018.63,31.07,Forecast,Base Case,0,finance_user37,2021-02-16,2021-02-17 00:00:00
202101,5,2,Electronics,17074.295624236205,917.938,303208.19,97236.1,79967.19,23317.62,53.05,Revised,Base Case,1,finance_user43,2021-02-16,2021-02-16 00:00:00
202101,5,2,Apparel,12074.039983231178,649.118,217846.98,65326.07,52126.08,12340.73,93.36,Original,Worst Case,0,finance_user38,2021-02-06,2021-02-07 00:00:00
202101,5,2,Grocery,34627.570337875266,1861.627,554686.67,257435.43,172840.02,24507.27,58.48,Original,Base Case,1,finance_user29,2021-02-17,2021-02-18 00:00:00
202101,5,2,Home,10553.83464999013,567.389,183764.41,63755.18,31536.12,17147.41,49.08,Forecast,Base Case,1,finance_user36,2021-02-11,2021-02-14 00:00:00
202101,5,2,Beauty,27185.0923540946,1461.509,493607.81,143965.49,134606.59,33694.18,78.97,Original,Base Case,1,finance_user06,2021-02-16,2021-02-16 00:00:00
202101,20,1,Electronics,106718.44225092953,1174.52,361660.79,226674.96,123460.49,38018.4,71.55,Original,Base Case,1,finance_user24,2021-02-14,2021-02-14 00:00:00
202101,20,1,Apparel,77415.76679034973,852.021,330076.53,96714.4,69350.98,31280.06,37.13,Forecast,Base Case,1,finance_user10,2021-02-16,2021-02-18 00:00:00
202101,20,1,Grocery,40983.38664918047,451.054,153163.35,72776.9,29277.81,5347.0,38.48,Forecast,Base Case,1,finance_user45,2021-02-07,2021-02-10 00:00:00
202101,20,1,Home,69055.230465361,760.007,252725.64,127973.89,59170.13,11049.95,34.82,Revised,Base Case,1,finance_user01,2021-02-09,2021-02-08 00:00:00
202101,20,1,Beauty,20450.388015373228,225.073,67721.03,45021.39,15411.87,5094.76,43.74,Revised,Base Case,0,finance_user39,2021-02-08,2021-02-07 00:00:00
202101,9,1,Electronics,37414.60547994121,497.274,249429.14,65610.71,50337.77,11775.58,92.21,Original,Base Case,1,finance_user42,2021-02-18,2021-02-18 00:00:00
202101,9,1,Apparel,45816.49924159915,608.943,278745.25,107040.55,59915.15,30113.91,104.99,Forecast,Base Case,1,finance_user08,2021-02-16,2021-02-18 00:00:00
202101,9,1,Grocery,118899.29506867332,1580.28,645208.02,355952.27,147980.42,45919.84,80.41,Revised,Base Case,1,finance_user39,2021-02-11,2021-02-13 00:00:00
202101,9,1,Home,100280.05516655892,1332.814,589016.4,255365.48,122180.49,27531.87,93.32,Original,Worst Case,1,finance_user16,2021-02-12,2021-02-11 00:00:00
202101,9,1,Beauty,138495.87677466893,1840.737,724255.09,441913.06,234928.95,80570.85,97.82,Original,Best Case,0,finance_user15,2021-02-09,2021-02-06 00:00:00
202101,13,2,Electronics,122982.00757175336,2450.288,845162.06,239315.86,240644.65,76459.54,66.75,Forecast,Base Case,1,finance_user40,2021-02-13,2021-02-12 00:00:00
202101,13,2,Apparel,86042.49423704344,1714.307,576089.22,182649.29,107363.25,16610.92,88.19,Forecast,Base Case,1,finance_user04,2021-02-09,2021-02-12 00:00:00
202101,13,2,Grocery,77132.15808073404,1536.778,524448.3,155717.23,151163.05,22059.02,85.8,Forecast,Best Case,0,finance_user22,2021-02-19,2021-02-19 00:00:00
202101,13,2,Home,33725.137070284865,671.938,194082.99,103311.46,62650.69,8791.42,105.6,Original,Base Case,0,finance_user14,2021-02-18,2021-02-19 00:00:00
202101,13,2,Beauty,35779.20294818504,712.863,223723.8,91783.78,42146.52,6474.77,57.95,Original,Base Case,1,finance_user16,2021-02-06,2021-02-09 00:00:00
202101,17,4,Electronics,89001.97926494318,1621.788,692357.21,349217.54,214135.1,81929.37,115.2,Revised,Base Case,0,finance_user25,2021-02-12,2021-02-12 00:00:00
202101,17,4,Apparel,26686.03447662249,486.271,216316.76,95985.29,50087.31,17809.02,101.66,Revised,Base Case,1,finance_user21,2021-02-19,2021-02-21 00:00:00
202101,17,4,Grocery,82898.10871324036,1510.564,693052.41,277089.8,201819.46,38523.87,106.94,Forecast,Best Case,1,finance_user32,2021-02-09,2021-02-07 00:00:00
202101,17,4,Home,27453.93185201774,500.264,208129.04,113159.57,60225.14,9626.41,109.61,Revised,Best Case,0,finance_user40,2021-02-05,2021-02-03 00:00:00
202101,17,4,Beauty,113673.46799445266,2071.351,913421.94,416878.97,321405.31,91892.31,85.85,Revised,Base Case,1,finance_user21,2021-02-18,2021-02-18 00:00:00
202101,20,5,Electronics,129255.26579780605,1422.556,546513.62,166066.99,78878.78,54639.47,47.77,Original,Best Case,1,finance_user37,2021-02-08,2021-02-08 00:00:00
202101,20,5,Apparel,57234.79064317867,629.914,231047.5,84486.27,56938.66,16264.97,47.87,Forecast,Base Case,1,finance_user12,2021-02-09,2021-02-08 00:00:00
202101,20,5,Grocery,52367.34137056504,576.344,222772.33,65927.34,50199.59,10661.15,32.88,Forecast,Base Case,1,finance_user08,2021-02-07,2021-02-08 00:00:00
202101,20,5,Home,121635.45883550643,1338.694,436341.19,234231.65,107114.32,19421.3,70.12,Forecast,Best Case,1,finance_user26,2021-02-05,2021-02-08 00:00:00
202101,20,5,Beauty,54533.652153649055,600.186,181326.2,119316.28,41808.8,17465.97,33.0,Original,Base Case,1,finance_user45,2021-02-20,2021-02-21 00:00:00
202101,14,5,Electronics,62115.36102135782,523.239,195611.24,113576.27,67651.63,24712.3,85.89,Revised,Best Case,1,finance_user03,2021-02-10,2021-02-13 00:00:00
202101,14,5,Apparel,133492.41010993515,1124.496,466618.34,197857.97,136673.12,31543.86,93.82,Original,Base Case,1,finance_user37,2021-02-09,2021-02-07 00:00:00
202101,14,5,Grocery,140737.06342831862,1185.523,531372.38,169165.16,159145.73,50562.62,82.45,Revised,Best Case,0,finance_user25,2021-02-10,2021-02-10 00:00:00
202101,14,5,Home,222596.3685187636,1875.078,812953.2,295049.97,213035.63,22498.86,67.72,Forecast,Base Case,1,finance_user04,2021-02-18,2021-02-15 00:00:00
202101,14,5,Beauty,221665.96858505183,1867.241,815964.39,287407.59,203712.38,86853.4,53.59,Original,Base Case,1,finance_user32,2021-02-13,2021-02-11 00:00:00
202101,5,3,Electronics,665.9002023452259,35.8,10377.85,5239.54,2495.1,1057.1,75.99,Revised,Base Case,0,finance_user06,2021-02-06,2021-02-06 00:00:00
202101,5,3,Apparel,452.3752988686241,24.32,6546.66,4062.92,2344.13,372.97,68.0,Original,Worst Case,1,finance_user05,2021-02-09,2021-02-08 00:00:00
