date_key,product_key,store_key,soh_qty,on_order_qty,backorder_qty,reserved_qty,available_qty,damaged_qty,unit_cost,inventory_cost_amt,days_of_supply,stock_status,snapshot_datetime,load_date
20250115,2,9,335.246,25.06,2.471,21.406,313.84,4.41,100.9829,33854.11,20.62,In Stock,2025-01-15 05:42:11,2025-01-15 05:42:11
20250115,23,1,259.1,17.18,1.485,52.824,206.276,12.51,154.4942,40029.45,52.76,In Stock,2025-01-15 11:32:39,2025-01-15 11:32:39
20250115,14,6,944.701,48.482,3.237,60.168,884.533,25.948,216.3982,204431.6,44.41,Overstock,2025-01-15 20:15:33,2025-01-15 20:15:33
20250115,42,15,464.308,70.215,4.151,48.688,415.62,17.512,318.4797,147872.67,199.91,In Stock,2025-01-15 03:45:25,2025-01-15 03:45:25
20250115,32,3,719.894,69.64,4.257,191.775,528.119,27.538,345.1582,248477.32,46.71,Overstock,2025-01-15 01:10:19,2025-01-15 01:10:19
20250115,1,13,563.718,55.409,3.091,33.207,530.511,4.793,225.1951,126946.53,26.87,Overstock,2025-01-15 06:36:49,2025-01-15 06:36:49
20250115,29,12,368.52,90.643,2.07,103.083,265.437,8.877,114.4698,42184.41,13.74,In Stock,2025-01-15 14:48:47,2025-01-15 14:48:47
20250115,50,16,758.18,127.105,2.949,202.163,556.017,22.83,124.682,94531.4,72.05,Overstock,2025-01-15 06:44:42,2025-01-15 06:44:42
20250115,7,17,794.49,70.465,2.695,75.056,719.434,0.98,335.419,266487.04,47.26,Overstock,2025-01-15 05:54:43,2025-01-15 05:54:43
20250115,30,9,786.852,159.349,2.657,231.588,555.264,30.167,250.4847,197094.39,144.6,Overstock,2025-01-15 21:49:02,2025-01-15 21:49:02
20250115,48,7,626.749,50.352,1.029,167.321,459.428,23.156,205.1703,128590.28,76.68,In Stock,2025-01-15 05:10:44,2025-01-15 05:10:44
20250115,8,16,783.903,144.096,2.1,88.371,695.532,26.949,291.0992,228193.54,36.43,Overstock,2025-01-15 18:04:05,2025-01-15 18:04:05
20250115,43,5,394.803,92.715,1.263,68.803,326,10.426,80.7339,31873.99,24.35,In Stock,2025-01-15 14:28:28,2025-01-15 14:28:28
20250115,31,8,664.517,77.361,3.003,77.268,587.249,4.744,261.7045,173907.09,82.63,Overstock,2025-01-15 04:54:08,2025-01-15 04:54:08
20250115,30,2,574.153,78.906,0.03,12.402,561.751,9.463,250.4847,143816.54,67.28,Overstock,2025-01-15 17:30:55,2025-01-15 17:30:55
20250115,39,14,99.899,24.047,1.9,25.033,74.866,1.852,371.4409,37106.57,12.38,In Stock,2025-01-15 06:39:03,2025-01-15 06:39:03
20250115,20,5,781.271,59.9,3.098,151.819,629.452,10.012,233.4019,182350.14,35.64,Overstock,2025-01-15 01:37:26,2025-01-15 01:37:26
20250115,14,4,547.046,135.151,1.552,24.853,522.193,11.812,216.3982,118379.77,39.45,Overstock,2025-01-15 17:45:15,2025-01-15 17:45:15
20250115,10,14,195.617,38.877,2.402,37.865,157.752,0.591,253.2426,49538.56,20.37,In Stock,2025-01-15 23:26:21,2025-01-15 23:26:21
20250115,4,10,759.721,178.355,3.002,206.87,552.851,15.663,307.8336,233867.65,35.46,Overstock,2025-01-15 15:17:57,2025-01-15 15:17:57
20250115,7,3,279.703,40.223,4.751,15.886,263.817,2.778,335.419,93817.7,21.28,In Stock,2025-01-15 05:54:45,2025-01-15 05:54:45
20250115,46,16,739.251,91.409,0.08,153.249,586.002,6.653,212.1925,156863.52,46.04,Overstock,2025-01-15 04:54:28,2025-01-15 04:54:28
20250115,31,14,436.361,96.068,3.029,33.399,402.962,18.325,261.7045,114197.64,25.58,In Stock,2025-01-15 10:03:13,2025-01-15 10:03:13
20250115,25,12,802.522,176.59,0.968,14.693,787.829,26.539,312.0896,250458.77,93.64,Overstock,2025-01-15 03:03:03,2025-01-15 03:03:03
20250115,17,20,324.006,37.61,1.344,57.008,266.998,3.09,406.878,131830.91,45.63,In Stock,2025-01-15 11:59:15,2025-01-15 11:59:15
20250115,26,20,577.522,113.306,4.238,67.134,510.388,4.326,265.1316,153119.33,28.58,Overstock,2025-01-15 23:15:15,2025-01-15 23:15:15
20250115,47,14,120.217,15.308,2.963,2.715,117.502,3.086,268.3775,32263.54,13.88,In Stock,2025-01-15 20:10:24,2025-01-15 20:10:24
20250115,25,3,780.212,100.158,2.592,122.139,658.073,21.244,312.0896,243496.05,44.85,Overstock,2025-01-15 20:45:28,2025-01-15 20:45:28
20250115,16,1,924.03,176.888,3.237,208.119,715.911,11.976,201.2026,185917.24,43.02,Overstock,2025-01-15 05:57:52,2025-01-15 05:57:52
20250115,2,12,889.014,107.934,0.797,177.272,711.742,33.737,100.9829,89775.21,123.75,Overstock,2025-01-15 15:45:10,2025-01-15 15:45:10
20250115,50,20,831.692,152.566,2.423,99.935,731.757,17.183,124.682,103697.02,60.35,Overstock,2025-01-15 03:10:37,2025-01-15 03:10:37
20250115,12,3,142.202,15.833,4.73,25.524,116.678,6.152,183.9532,26158.51,8.11,In Stock,2025-01-15 22:39:39,2025-01-15 22:39:39
20250115,3,12,199.751,22.026,3.269,6.18,193.571,3.447,424.0224,84698.9,59.65,In Stock,2025-01-15 10:05:35,2025-01-15 10:05:35
20250115,50,6,142.539,34.377,4.202,15.906,126.633,6.687,124.682,17772.05,6.56,In Stock,2025-01-15 03:05:15,2025-01-15 03:05:15
20250115,44,3,622.591,87.841,3.984,74.055,548.536,2.686,198.9124,123841.07,60.12,Overstock,2025-01-15 02:37:16,2025-01-15 02:37:16
20250115,11,17,68.33,15.522,0.112,2.179,66.151,2.828,236.5216,16161.52,35.73,In Stock,2025-01-15 21:48:55,2025-01-15 21:48:55
20250115,38,9,884.479,107.444,2.345,209.927,674.552,16.957,265.1004,234475.74,198.22,Overstock,2025-01-15 18:32:37,2025-01-15 18:32:37
20250115,35,16,627.676,134.083,0.744,140.887,486.789,16.462,480.1238,301362.19,25.15,In Stock,2025-01-15 17:18:31,2025-01-15 17:18:31
20250115,35,7,772.771,168.62,0.005,53.62,719.151,36.452,480.1238,371025.75,263.99,Overstock,2025-01-15 12:24:50,2025-01-15 12:24:50
20250115,49,18,52.733,3.923,4.212,6.205,46.528,0.331,390.0897,20570.6,27.66,Low Stock,2025-01-15 01:44:08,2025-01-15 01:44:08
20250115,47,12,661.314,131.399,2.297,52.858,608.456,15.448,268.3775,177481.8,401.44,Overstock,2025-01-15 00:23:54,2025-01-15 00:23:54
20250115,8,1,613.804,76.927,4.164,102.876,510.928,28.308,291.0992,178677.85,95.56,Overstock,2025-01-15 10:09:10,2025-01-15 10:09:10
20250115,24,19,464.453,69.058,2.299,85.728,378.725,7.952,492.334,228666,30.53,In Stock,2025-01-15 01:31:17,2025-01-15 01:31:17
20250115,13,8,222.811,28.011,3.311,44.772,178.039,1.24,297.5036,66287.07,16.7,In Stock,2025-01-15 05:15:20,2025-01-15 05:15:20
20250115,47,19,856.714,182.305,3.815,138.212,718.502,32.549,268.3775,229922.76,106.37,Overstock,2025-01-15 18:55:31,2025-01-15 18:55:31
20250115,32,13,714.476,84.94,0.879,44.805,669.671,9.743,345.1582,246607.25,208.33,Overstock,2025-01-15 19:03:01,2025-01-15 19:03:01
20250115,4,16,395.509,77.383,1.267,22.519,372.99,13.291,307.8336,121750.96,28.32,In Stock,2025-01-15 10:44:44,2025-01-15 10:44:44
20250115,9,1,81.324,16.199,3.853,23.736,57.588,3.614,489.7792,39830.8,5.54,In Stock,2025-01-15 21:37:19,2025-01-15 21:37:19
20250115,42,8,669.135,112.256,1.446,0.676,668.459,5.584,318.4797,213105.91,51.21,Overstock,2025-01-15 12:05:16,2025-01-15 12:05:16
20250115,46,6,654.783,49.632,2.136,6.136,648.647,6.841,212.1925,138940.04,167.67,Overstock,2025-01-15 16:06:37,2025-01-15 16:06:37
20250115,14,8,504.331,72.879,0.367,132.728,371.603,24.02,216.3982,109136.32,122.79,In Stock,2025-01-15 23:34:49,2025-01-15 23:34:49
20250115,6,6,97.193,17.988,4.481,20.186,77.007,2.697,140.1591,13622.48,46.84,In Stock,2025-01-15 16:15:47,2025-01-15 16:15:47
20250115,41,14,393.305,29.352,2.992,29.023,364.282,6.886,343.1313,134955.26,29.56,In Stock,2025-01-15 07:31:14,2025-01-15 07:31:14
20250115,41,11,278.161,53.614,1.979,53.271,224.89,5.571,343.1313,95445.75,51.83,In Stock,2025-01-15 22:01:09,2025-01-15 22:01:09
20250115,14,17,898.894,217.742,1.218,257.574,641.32,29.796,216.3982,194519.04,365.24,Overstock,2025-01-15 20:33:57,2025-01-15 20:33:57
20250115,44,13,548.963,132.682,0.406,21.151,527.812,22.285,198.9124,109195.55,62.35,Overstock,2025-01-15 11:34:13,2025-01-15 11:34:13
20250115,10,16,361.395,64.374,1.319,99.727,261.668,5.525,253.2426,91520.61,28.1,In Stock,2025-01-15 17:06:22,2025-01-15 17:06:22
20250115,13,20,704.553,115.721,2.853,1.148,703.405,33.709,297.5036,209607.05,51.74,Overstock,2025-01-15 13:39:47,2025-01-15 13:39:47
20250115,42,14,835.344,175.073,0.015,105.054,730.29,12.439,318.4797,266040.11,50.75,Overstock,2025-01-15 17:48:01,2025-01-15 17:48:01
20250115,45,7,610.196,42.855,4.156,103.383,506.813,23.057,262.8719,160403.38,68.03,Overstock,2025-01-15 12:52:57,2025-01-15 12:52:57
20250115,20,13,992.453,83.622,4.162,116.789,875.664,46.218,233.4019,231640.42,60.66,Overstock,2025-01-15 17:30:05,2025-01-15 17:30:05
20250115,3,17,658.488,122.839,0.365,104.237,554.251,23.002,424.0224,279213.66,94.38,Overstock,2025-01-15 03:51:22,2025-01-15 03:51:22
20250115,17,11,468.432,79.132,0.342,73.253,395.179,14.397,406.878,190594.68,37.6,In Stock,2025-01-15 12:40:55,2025-01-15 12:40:55
20250115,40,11,830.137,158.183,4.315,12.449,817.688,22.165,306.4491,254394.74,378.96,Overstock,2025-01-15 05:26:56,2025-01-15 05:26:56
20250115,19,1,417.85,55.382,3.361,98.212,319.638,15.785,266.6532,111421.04,56.88,In Stock,2025-01-15 14:35:42,2025-01-15 14:35:42
20250115,40,16,633.053,87.922,3.058,37.633,595.42,9.869,306.4491,193998.52,75.04,Overstock,2025-01-15 06:21:05,2025-01-15 06:21:05
20250115,1,20,372.275,46.476,4.088,44.327,327.948,11.862,225.1951,83834.51,22.64,In Stock,2025-01-15 01:22:09,2025-01-15 01:22:09
20250115,48,16,272.425,25.015,2.639,11.43,260.995,2.026,205.1703,55893.52,70.99,In Stock,2025-01-15 01:47:30,2025-01-15 01:47:30
20250115,44,9,886.161,62.22,0.898,78.083,808.078,35.767,198.9124,176268.41,85.23,Overstock,2025-01-15 23:53:29,2025-01-15 23:53:29
20250115,12,10,766.694,57.854,2.358,8.237,758.457,32.222,183.9532,141035.81,166.13,Overstock,2025-01-15 07:30:27,2025-01-15 07:30:27
20250115,26,10,404.982,58.267,4.336,76.02,328.962,12.89,265.1316,107373.53,48.19,In Stock,2025-01-15 21:43:57,2025-01-15 21:43:57
20250115,13,12,86.309,20.551,0.923,19.215,67.094,1.901,297.5036,25677.24,12.51,In Stock,2025-01-15 08:05:24,2025-01-15 08:05:24
20250115,16,7,314.895,72.571,1.599,1.318,313.577,0.436,201.2026,63357.69,50.64,In Stock,2025-01-15 17:48:23,2025-01-15 17:48:23
20250115,29,6,457.203,59.509,0.047,34.201,423.002,19.907,114.4698,52335.94,48.28,In Stock,2025-01-15 02:03:10,2025-01-15 02:03:10
20250115,25,5,164.296,18.146,4.71,24.079,140.217,0.332,312.0896,51275.07,25.36,In Stock,2025-01-15 19:05:45,2025-01-15 19:05:45
20250115,34,14,364.153,73.949,0.179,62.421,301.732,16.662,109.6293,39921.84,21.62,In Stock,2025-01-15 00:05:16,2025-01-15 00:05:16
20250115,4,19,117.74,17.758,4.834,21.699,96.041,0.347,307.8336,36244.33,66.19,In Stock,2025-01-15 12:21:51,2025-01-15 12:21:51
20250115,50,13,240.049,33.199,2.593,12.888,227.161,3.173,124.682,29929.79,21.85,In Stock,2025-01-15 09:00:45,2025-01-15 09:00:45
20250115,33,13,599.166,86.607,4.45,156.43,442.736,9.889,371.0547,222323.36,43.38,In Stock,2025-01-15 18:19:01,2025-01-15 18:19:01
20250115,21,19,919.287,107.785,1.503,3.513,915.774,31.475,167.8057,154261.6,85.38,Overstock,2025-01-15 16:50:58,2025-01-15 16:50:58
20250115,16,18,538.687,103.987,4.164,5.504,533.183,25.235,201.2026,108385.22,35.74,Overstock,2025-01-15 22:27:02,2025-01-15 22:27:02
20250115,20,8,870.861,206.574,4.765,63.653,807.208,35.755,233.4019,203260.61,135.08,Overstock,2025-01-15 11:05:27,2025-01-15 11:05:27
20250115,30,9,525.145,97.893,3.881,104.335,420.81,19.122,250.4847,131540.79,35.95,In Stock,2025-01-15 12:01:56,2025-01-15 12:01:56
20250115,13,2,924.821,72.726,0.242,175.513,749.308,6.006,297.5036,275137.58,220.77,Overstock,2025-01-15 09:37:51,2025-01-15 09:37:51
20250115,46,16,470.006,49.39,3.104,89.678,380.328,7.129,212.1925,99731.75,47.2,In Stock,2025-01-15 09:29:31,2025-01-15 09:29:31
20250115,12,10,595.753,83.179,4.414,140.445,455.308,0.439,183.9532,109590.67,69.08,In Stock,2025-01-15 16:31:22,2025-01-15 16:31:22
20250215,28,14,823.65,96.456,3.011,60.322,763.328,27.659,402.2057,331276.72,76.85,Overstock,2025-02-15 00:06:48,2025-02-15 00:06:48
20250215,11,15,570.153,70.95,3.568,74.173,495.98,3.991,236.5216,134853.5,45.14,In Stock,2025-02-15 14:47:36,2025-02-15 14:47:36
20250215,41,19,615.553,111.329,3.076,32.214,583.339,13.261,343.1313,211215.5,90.65,Overstock,2025-02-15 16:16:22,2025-02-15 16:16:22
20250215,11,5,550.016,113.464,1.861,7.008,543.008,20.568,236.5216,130090.66,140.23,Overstock,2025-02-15 22:13:16,2025-02-15 22:13:16
20250215,49,17,235.892,13.671,3.361,61.414,174.478,1.382,390.0897,92019.04,67.3,In Stock,2025-02-15 12:01:17,2025-02-15 12:01:17
20250215,49,12,506.022,36.014,0.289,16.53,489.492,24.188,390.0897,197393.97,59.42,In Stock,2025-02-15 19:24:05,2025-02-15 19:24:05
20250215,11,10,720.492,80.909,0.406,153.605,566.887,24.276,236.5216,170411.92,219.77,Overstock,2025-02-15 23:54:21,2025-02-15 23:54:21
20250215,45,14,119.315,21.122,1.02,21.783,97.532,3.842,262.8719,31364.56,8.37,In Stock,2025-02-15 09:31:20,2025-02-15 09:31:20
20250215,16,6,842.238,105.268,4.413,22.854,819.384,13.607,201.2026,169460.48,124.3,Overstock,2025-02-15 16:36:47,2025-02-15 16:36:47
20250215,46,8,650.687,63.028,4.604,126.298,524.389,12.463,212.1925,138070.9,52.03,Overstock,2025-02-15 17:56:05,2025-02-15 17:56:05
20250215,13,2,618.195,57.118,1.263,7.645,610.55,25.502,297.5036,183915.24,82.51,Overstock,2025-02-15 08:43:33,2025-02-15 08:43:33
20250215,2,19,738.67,122.924,3.689,176.72,561.95,11.845,100.9829,74593.04,38.41,Overstock,2025-02-15 18:01:51,2025-02-15 18:01:51
20250215,31,19,81.986,9.508,4.015,6.118,75.868,3.117,261.7045,21456.11,5.35,In Stock,2025-02-15 01:59:43,2025-02-15 01:59:43
20250215,35,2,371.513,87.899,3.088,81.739,289.774,13.882,480.1238,178372.23,281.58,In Stock,2025-02-15 14:29:58,2025-02-15 14:29:58
20250215,2,9,738.895,40.669,3.959,53.917,684.978,35.591,100.9829,74615.76,237.45,Overstock,2025-02-15 05:47:07,2025-02-15 05:47:07
20250215,23,1,499.596,38.165,1.975,145.152,354.444,9.694,154.4942,77184.68,192.65,In Stock,2025-02-15 08:21:37,2025-02-15 08:21:37
20250215,14,6,80.482,4.654,4.899,16.844,63.638,3.095,216.3982,17416.16,4.49,In Stock,2025-02-15 08:15:16,2025-02-15 08:15:16
20250215,42,15,86.851,16.505,0.97,15.679,71.172,2.737,318.4797,27660.28,6.76,In Stock,2025-02-15 11:09:43,2025-02-15 11:09:43
20250215,32,3,626.172,141.482,0.128,125.615,500.557,3.158,345.1582,216128.4,33.01,Overstock,2025-02-15 17:47:48,2025-02-15 17:47:48
20250215,1,13,165.792,23.819,0.991,39.779,126.013,7.9,225.1951,37335.55,48.87,In Stock,2025-02-15 03:50:07,2025-02-15 03:50:07
20250215,29,12,711.432,157.452,4.164,51.535,659.897,9.9,114.4698,81437.48,42.37,Overstock,2025-02-15 15:22:58,2025-02-15 15:22:58
20250215,50,16,305.916,22.714,1.672,57.258,248.658,9.602,124.682,38142.22,30.63,In Stock,2025-02-15 14:56:13,2025-02-15 14:56:13
20250215,7,17,710.001,160.092,2.437,112.347,597.654,11.561,335.419,238147.83,31.67,Overstock,2025-02-15 01:01:47,2025-02-15 01:01:47
20250215,30,9,784.941,159.252,1.798,104.866,680.075,6.785,250.4847,196615.71,81.42,Overstock,2025-02-15 07:34:17,2025-02-15 07:34:17
20250215,48,7,633.057,32.608,4.489,51.789,581.268,8.149,205.1703,129884.49,71.41,Overstock,2025-02-15 05:17:41,2025-02-15 05:17:41
20250215,8,16,78.809,15.84,4.51,18.418,60.391,3.353,291.0992,22941.24,3.36,In Stock,2025-02-15 05:38:02,2025-02-15 05:38:02
20250215,43,5,233.329,52.447,4.024,18.425,214.904,5.498,80.7339,18837.56,37.86,In Stock,2025-02-15 17:58:56,2025-02-15 17:58:56
20250215,31,8,169.598,11.57,0.249,16.278,153.32,5.003,261.7045,44384.56,28.32,In Stock,2025-02-15 05:58:19,2025-02-15 05:58:19
20250215,30,2,118.992,28.473,2.104,13.47,105.522,3.705,250.4847,29805.68,15.33,In Stock,2025-02-15 07:50:16,2025-02-15 07:50:16
20250215,39,14,56.818,9.507,0.134,13.813,43.005,2.16,371.4409,21104.53,13.98,Low Stock,2025-02-15 08:47:26,2025-02-15 08:47:26
20250215,20,5,128.366,20.365,3.75,32.438,95.928,2.558,233.4019,29960.87,5.54,In Stock,2025-02-15 03:46:15,2025-02-15 03:46:15
20250215,14,4,749.449,177.318,1.931,204.387,545.062,26.599,216.3982,162179.41,39.21,Overstock,2025-02-15 07:53:02,2025-02-15 07:53:02
20250215,10,14,556.173,38.348,2.245,58.287,497.886,25.001,253.2426,140846.7,173.21,In Stock,2025-02-15 18:59:51,2025-02-15 18:59:51
20250215,4,10,680.556,75.862,3.104,203.777,476.779,3.323,307.8336,209498,29.79,In Stock,2025-02-15 21:30:22,2025-02-15 21:30:22
20250215,7,3,572.584,59.568,0.651,29.645,542.939,1.34,335.419,192055.55,34.61,Overstock,2025-02-15 04:28:41,2025-02-15 04:28:41
20250215,46,16,847.433,76.696,3.932,252.66,594.773,22.295,212.1925,179818.93,44.55,Overstock,2025-02-15 18:04:47,2025-02-15 18:04:47
20250215,31,14,707.511,149.132,4.331,35.004,672.507,30.211,261.7045,185158.81,57.56,Overstock,2025-02-15 15:06:55,2025-02-15 15:06:55
20250215,25,12,589.34,55.696,3.557,153.046,436.294,9.736,312.0896,183926.88,108.15,In Stock,2025-02-15 15:05:08,2025-02-15 15:05:08
20250215,17,20,941.258,183.299,1.848,108.72,832.538,33.828,406.878,382977.17,85.15,Overstock,2025-02-15 20:03:25,2025-02-15 20:03:25
20250215,26,20,903.977,217.771,0.699,81.647,822.33,31.08,265.1316,239672.87,63.2,Overstock,2025-02-15 02:27:03,2025-02-15 02:27:03
20250215,47,14,516.554,25.984,2.041,48.513,468.041,22.322,268.3775,138631.47,93.52,In Stock,2025-02-15 07:35:58,2025-02-15 07:35:58
20250215,25,3,303.55,53.871,1.891,81.985,221.565,14.61,312.0896,94734.8,12.56,In Stock,2025-02-15 19:34:59,2025-02-15 19:34:59
20250215,16,1,469.917,84.574,2.009,122.227,347.69,13.135,201.2026,94548.52,114.46,In Stock,2025-02-15 06:21:30,2025-02-15 06:21:30
20250215,2,12,961.992,237.663,0.769,156.788,805.204,38.382,100.9829,97144.74,470.77,Overstock,2025-02-15 07:05:45,2025-02-15 07:05:45
20250215,50,20,320.92,48.413,3.86,30.959,289.961,13.803,124.682,40012.95,17.7,In Stock,2025-02-15 19:12:35,2025-02-15 19:12:35
20250215,12,3,965.089,93.78,1.804,268.641,696.448,22.608,183.9532,177531.21,38.14,Overstock,2025-02-15 00:29:01,2025-02-15 00:29:01
20250215,3,12,777.453,156.241,0.147,134.721,642.732,16.658,424.0224,329657.49,400.91,Overstock,2025-02-15 12:58:20,2025-02-15 12:58:20
20250215,50,6,486.009,28.215,0.554,98.904,387.105,2.065,124.682,60596.57,29.51,In Stock,2025-02-15 15:19:05,2025-02-15 15:19:05
20250215,44,3,406.179,56.527,0.191,3.608,402.571,10.701,198.9124,80794.04,29.76,In Stock,2025-02-15 14:44:07,2025-02-15 14:44:07
20250215,11,17,834.597,103.469,2.964,182.682,651.915,2.958,236.5216,197400.22,46.41,Overstock,2025-02-15 11:59:39,2025-02-15 11:59:39
20250215,38,9,996.209,94.429,3.288,117.095,879.114,21.318,265.1004,264095.4,105.47,Overstock,2025-02-15 23:50:20,2025-02-15 23:50:20
20250215,35,16,942.31,172.609,2.35,239.741,702.569,42.416,480.1238,452425.46,62.52,Overstock,2025-02-15 07:44:18,2025-02-15 07:44:18
20250215,35,7,957.932,228.573,2.189,116.736,841.196,45.398,480.1238,459925.95,73.97,Overstock,2025-02-15 03:06:29,2025-02-15 03:06:29
20250215,49,18,156.026,37.935,2.284,14.776,141.25,4.698,390.0897,60864.14,58.11,In Stock,2025-02-15 22:11:58,2025-02-15 22:11:58
20250215,47,12,607.29,119.587,0.483,129.782,477.508,18.854,268.3775,162982.97,164.44,In Stock,2025-02-15 02:13:28,2025-02-15 02:13:28
20250215,8,1,541.071,42.542,1.093,136.841,404.23,21.455,291.0992,157505.34,85.81,In Stock,2025-02-15 00:03:07,2025-02-15 00:03:07
20250215,24,19,748.388,153.295,0.354,117.984,630.404,26.708,492.334,368456.86,35.75,Overstock,2025-02-15 13:34:48,2025-02-15 13:34:48
20250215,13,8,109.174,19.452,0.202,13.688,95.486,1.861,297.5036,32479.66,4.99,In Stock,2025-02-15 09:01:02,2025-02-15 09:01:02
20250215,47,19,330.301,50.917,2.134,26.407,303.894,4.292,268.3775,88645.36,16.78,In Stock,2025-02-15 00:13:41,2025-02-15 00:13:41
20250215,32,13,743.953,141.348,1.779,49.499,694.454,6.278,345.1582,256781.48,197.79,Overstock,2025-02-15 04:01:43,2025-02-15 04:01:43
20250215,4,16,616.982,38.285,2.116,91.965,525.017,24.863,307.8336,189927.79,49.06,Overstock,2025-02-15 06:41:21,2025-02-15 06:41:21
20250215,9,1,553.373,127.404,3.198,10.715,542.658,17.542,489.7792,271030.59,31.76,Overstock,2025-02-15 11:45:19,2025-02-15 11:45:19
20250215,42,8,270.792,56.084,1.339,48.359,222.433,0.897,318.4797,86241.75,19.55,In Stock,2025-02-15 22:51:04,2025-02-15 22:51:04
20250215,46,6,273.746,61.292,4.881,55.477,218.269,11.816,212.1925,58086.85,14.2,In Stock,2025-02-15 17:21:15,2025-02-15 17:21:15
20250215,14,8,217.858,38.55,4.916,58.907,158.951,9.954,216.3982,47144.08,33.51,In Stock,2025-02-15 13:24:37,2025-02-15 13:24:37
20250215,6,6,785.175,173.636,2.494,114.265,670.91,20.779,140.1591,110049.42,49.13,Overstock,2025-02-15 04:06:40,2025-02-15 04:06:40
20250215,41,14,716.422,89.123,1.252,143.4,573.022,17.78,343.1313,245826.81,55.56,Overstock,2025-02-15 00:25:16,2025-02-15 00:25:16
20250215,41,11,138.723,14.312,0.778,27.949,110.774,0.207,343.1313,47600.2,75.34,In Stock,2025-02-15 20:01:37,2025-02-15 20:01:37
20250215,14,17,149.187,31.388,4.77,43.592,105.595,6.667,216.3982,32283.8,7.96,In Stock,2025-02-15 11:16:16,2025-02-15 11:16:16
20250215,44,13,927.632,110.322,4.268,170.756,756.876,41.385,198.9124,184517.51,58.36,Overstock,2025-02-15 17:25:51,2025-02-15 17:25:51
20250215,10,16,315.393,67.559,1.254,39.895,275.498,10.287,253.2426,79870.94,14.23,In Stock,2025-02-15 02:12:32,2025-02-15 02:12:32
20250215,13,20,447,105.356,4.898,80.751,366.249,18.067,297.5036,132984.11,19.14,In Stock,2025-02-15 18:02:06,2025-02-15 18:02:06
20250215,42,14,125.773,29.696,1.555,17.091,108.682,4.95,318.4797,40056.15,7.04,In Stock,2025-02-15 13:49:06,2025-02-15 13:49:06
20250215,45,7,423.962,100.243,0.624,7.074,416.888,7.149,262.8719,111447.7,133,In Stock,2025-02-15 22:30:57,2025-02-15 22:30:57
20250215,20,13,579.138,120.945,1.702,70.586,508.552,27.343,233.4019,135171.91,26.54,Overstock,2025-02-15 15:11:14,2025-02-15 15:11:14
20250215,3,17,210.388,17.416,2.098,10.699,199.689,0.195,424.0224,89209.22,13.7,In Stock,2025-02-15 18:52:37,2025-02-15 18:52:37
20250215,17,11,138.245,31.756,2.051,27.511,110.734,6.147,406.878,56248.85,12.39,In Stock,2025-02-15 10:54:45,2025-02-15 10:54:45
20250215,40,11,866.233,84.864,2.566,57.974,808.259,13.377,306.4491,265456.32,77.83,Overstock,2025-02-15 22:56:25,2025-02-15 22:56:25
20250215,19,1,376.109,35.448,0.342,40.045,336.064,4.413,266.6532,100290.67,19.48,In Stock,2025-02-15 20:27:54,2025-02-15 20:27:54
