date_key,time_key,product_key,store_key,movement_type_key,movement_id,reference_id,reference_line_number,movement_qty,unit_cost,movement_cost_amt,from_location,to_location,reason_code,notes,source_system,movement_datetime,load_date
20250115,41159,13,8,3,MV467366,REF6098,2,289.717,268.3694,77751.18,WH4,Store15,Customer Return,Returned by customer,POS,2025-01-12 03:41:00,2025-10-23 13:59:27
20250115,3900,50,16,3,MV411446,REF3313,6,375.669,442.6653,166295.63,WH1,Store5,Customer Return,Returned by customer,WMS,2025-01-17 07:34:00,2025-10-23 13:59:27
20250115,62535,25,5,5,MV908277,REF7593,10,-454.392,225.3002,-102374.61,5,WH3,Warehouse Transfer,Stock sent to another store,POS,2025-01-12 16:34:00,2025-10-23 13:59:27
20250115,153441,44,3,4,MV574142,REF3704,4,163.143,339.6413,55410.1,WH1,Store12,Warehouse Transfer,Inbound stock from another store,ERP,2025-01-17 22:26:00,2025-10-23 13:59:27
20250115,154061,4,19,1,MV962108,REF1517,1,89.555,101.4155,9082.27,WH5,Store20,Vendor Shipment,Received stock from vendor,POS,2025-01-13 18:39:00,2025-10-23 13:59:27
20250115,41139,47,19,3,MV487124,REF8175,6,239.697,62.7408,15038.78,WH4,Store2,Customer Return,Returned by customer,ERP,2025-01-15 01:54:00,2025-10-23 13:59:27
20250115,49810,25,3,6,MV876847,REF3553,4,-48.987,72.7232,-3562.49,3,WH1,Inventory Adjustment,Manual inventory correction,ERP,2025-01-15 23:28:00,2025-10-23 13:59:27
20250115,173625,50,13,6,MV731362,REF8849,7,-435.156,339.765,-147850.78,13,WH5,Inventory Adjustment,Manual inventory correction,WMS,2025-01-15 19:01:00,2025-10-23 13:59:27
20250115,210611,32,13,1,MV717383,REF6214,8,160.654,427.5104,68681.26,WH1,Store8,Vendor Shipment,Received stock from vendor,POS,2025-01-18 23:07:00,2025-10-23 13:59:27
20250115,206662,40,16,1,MV237493,REF7776,2,188.099,91.6625,17241.62,WH1,Store9,Vendor Shipment,Received stock from vendor,WMS,2025-01-13 10:31:00,2025-10-23 13:59:27
20250115,8012,2,9,5,MV528171,REF2051,2,-477.161,109.7151,-52351.77,9,WH4,Warehouse Transfer,Stock sent to another store,POS,2025-01-17 15:38:00,2025-10-23 13:59:27
20250115,184128,9,1,6,MV947027,REF1533,4,-486.289,271.4352,-131995.95,1,WH3,Inventory Adjustment,Manual inventory correction,ERP,2025-01-18 17:56:00,2025-10-23 13:59:27
20250115,135980,9,1,3,MV145218,REF8317,7,131.079,78.7607,10323.87,WH1,Store6,Customer Return,Returned by customer,WMS,2025-01-14 15:38:00,2025-10-23 13:59:27
20250115,27266,3,12,1,MV676084,REF4566,8,262.935,216.1504,56833.51,WH1,Store7,Vendor Shipment,Received stock from vendor,POS,2025-01-17 23:40:00,2025-10-23 13:59:27
20250115,231365,9,1,2,MV558004,REF7158,3,-99.812,318.7675,-31816.82,1,WH2,POS Sale,Stock issued for sale,POS,2025-01-16 12:04:00,2025-10-23 13:59:27
20250115,214535,38,9,1,MV978513,REF7773,5,34.204,242.2397,8285.57,WH1,Store2,Vendor Shipment,Received stock from vendor,WMS,2025-01-13 01:46:00,2025-10-23 13:59:27
20250115,215174,47,12,6,MV700451,REF3425,9,-411.163,429.9728,-176788.91,12,WH2,Inventory Adjustment,Manual inventory correction,POS,2025-01-16 22:40:00,2025-10-23 13:59:27
20250115,201673,46,6,5,MV449003,REF4760,7,-345.245,365.6076,-126224.2,6,WH3,Warehouse Transfer,Stock sent to another store,POS,2025-01-13 16:13:00,2025-10-23 13:59:27
20250115,218331,41,19,4,MV939357,REF3044,3,177.017,178.8528,31659.99,WH5,Store3,Warehouse Transfer,Inbound stock from another store,ERP,2025-01-15 01:00:00,2025-10-23 13:59:27
20250115,159279,38,9,4,MV769288,REF6221,2,421.066,396.7544,167059.79,WH5,Store10,Warehouse Transfer,Inbound stock from another store,WMS,2025-01-12 04:50:00,2025-10-23 13:59:27
20250115,26554,11,10,2,MV599108,REF5605,3,-202.913,160.9208,-32652.92,10,WH4,POS Sale,Stock issued for sale,ERP,2025-01-17 19:38:00,2025-10-23 13:59:27
20250115,125899,29,12,1,MV262600,REF9175,8,27.657,440.1123,12172.19,WH3,Store14,Vendor Shipment,Received stock from vendor,WMS,2025-01-18 21:31:00,2025-10-23 13:59:27
20250115,149763,42,14,6,MV256693,REF5410,6,-72.359,54.5866,-3949.83,14,WH5,Inventory Adjustment,Manual inventory correction,ERP,2025-01-13 15:40:00,2025-10-23 13:59:27
20250115,14657,17,20,3,MV787174,REF7949,5,253.998,498.9309,126727.45,WH5,Store18,Customer Return,Returned by customer,WMS,2025-01-13 22:13:00,2025-10-23 13:59:27
20250115,63181,42,15,2,MV118800,REF5791,4,-385.937,207.8033,-80198.98,15,WH4,POS Sale,Stock issued for sale,POS,2025-01-17 23:12:00,2025-10-23 13:59:27
20250115,193808,11,5,5,MV184341,REF7264,6,-167.971,251.3178,-42214.1,5,WH2,Warehouse Transfer,Stock sent to another store,ERP,2025-01-17 11:49:00,2025-10-23 13:59:27
20250115,205136,25,5,5,MV959167,REF7450,9,-260.432,87.5132,-22791.24,5,WH3,Warehouse Transfer,Stock sent to another store,WMS,2025-01-17 06:12:00,2025-10-23 13:59:27
20250115,169506,32,13,2,MV405702,REF3154,10,-390.279,101.3498,-39554.7,13,WH2,POS Sale,Stock issued for sale,POS,2025-01-13 04:32:00,2025-10-23 13:59:27
20250115,202049,35,2,2,MV117492,REF5689,9,-396.331,295.9467,-117292.85,2,WH4,POS Sale,Stock issued for sale,WMS,2025-01-15 04:54:00,2025-10-23 13:59:27
20250115,59230,16,6,6,MV694634,REF9903,5,-213.626,181.3857,-38748.7,6,WH4,Inventory Adjustment,Manual inventory correction,WMS,2025-01-14 09:52:00,2025-10-23 13:59:27
20250115,36917,34,14,1,MV902405,REF6657,9,228.725,443.0636,101339.72,WH3,Store10,Vendor Shipment,Received stock from vendor,WMS,2025-01-18 23:55:00,2025-10-23 13:59:27
20250115,46869,35,7,5,MV188789,REF5348,6,-405.707,311.7962,-126497.9,7,WH4,Warehouse Transfer,Stock sent to another store,ERP,2025-01-18 14:24:00,2025-10-23 13:59:27
20250115,24848,11,15,5,MV152254,REF8118,10,-430.402,157.9402,-67977.78,15,WH2,Warehouse Transfer,Stock sent to another store,POS,2025-01-15 19:37:00,2025-10-23 13:59:27
20250115,126652,12,10,6,MV334366,REF2749,1,-461.823,209.3074,-96662.97,10,WH4,Inventory Adjustment,Manual inventory correction,ERP,2025-01-14 01:20:00,2025-10-23 13:59:27
20250115,235795,50,13,3,MV158025,REF1055,7,36.179,98.5794,3566.5,WH1,Store6,Customer Return,Returned by customer,WMS,2025-01-12 21:59:00,2025-10-23 13:59:27
20250115,184290,32,13,4,MV340133,REF3294,1,164.54,302.3878,49754.89,WH3,Store16,Warehouse Transfer,Inbound stock from another store,POS,2025-01-17 05:36:00,2025-10-23 13:59:27
20250115,21294,10,16,5,MV503783,REF3025,1,-381.732,55.7472,-21280.49,16,WH1,Warehouse Transfer,Stock sent to another store,POS,2025-01-13 21:10:00,2025-10-23 13:59:27
20250115,91943,2,12,6,MV806136,REF4469,9,-84.671,190.4731,-16127.55,12,WH2,Inventory Adjustment,Manual inventory correction,ERP,2025-01-17 18:10:00,2025-10-23 13:59:27
20250115,139881,45,14,1,MV180307,REF2966,6,112.629,308.6399,34761.8,WH3,Store8,Vendor Shipment,Received stock from vendor,WMS,2025-01-14 19:06:00,2025-10-23 13:59:27
20250115,185166,3,12,1,MV666580,REF4200,1,243.376,280.3092,68220.53,WH5,Store7,Vendor Shipment,Received stock from vendor,ERP,2025-01-14 09:04:00,2025-10-23 13:59:27
20250115,223200,7,3,2,MV431297,REF2304,6,-333.936,174.3188,-58211.32,3,WH2,POS Sale,Stock issued for sale,ERP,2025-01-16 08:24:00,2025-10-23 13:59:27
20250115,110246,40,11,3,MV787175,REF8188,5,223.793,483.1932,108135.26,WH5,Store14,Customer Return,Returned by customer,POS,2025-01-16 22:24:00,2025-10-23 13:59:27
20250115,28085,1,20,1,MV646106,REF5161,10,42.322,91.8824,3888.65,WH3,Store4,Vendor Shipment,Received stock from vendor,POS,2025-01-14 18:00:00,2025-10-23 13:59:27
20250115,35425,46,16,5,MV674049,REF3133,4,-404.434,382.8528,-154838.69,16,WH3,Warehouse Transfer,Stock sent to another store,ERP,2025-01-17 22:14:00,2025-10-23 13:59:27
20250115,216203,11,17,3,MV255555,REF4162,5,317.555,158.5612,50351.9,WH3,Store7,Customer Return,Returned by customer,POS,2025-01-17 16:22:00,2025-10-23 13:59:27
20250115,109883,11,5,3,MV426104,REF2908,8,37.229,257.2396,9576.77,WH2,Store15,Customer Return,Returned by customer,WMS,2025-01-12 19:55:00,2025-10-23 13:59:27
20250115,190383,11,15,4,MV763928,REF1190,6,271.303,80.6475,21879.91,WH1,Store3,Warehouse Transfer,Inbound stock from another store,ERP,2025-01-13 20:56:00,2025-10-23 13:59:27
20250115,77693,49,12,2,MV650127,REF6135,10,-490.802,383.3168,-188132.65,12,WH3,POS Sale,Stock issued for sale,ERP,2025-01-12 04:20:00,2025-10-23 13:59:27
20250115,112040,49,18,3,MV978754,REF7934,3,23.65,102.4884,2423.85,WH4,Store1,Customer Return,Returned by customer,WMS,2025-01-12 16:07:00,2025-10-23 13:59:27
20250115,36586,11,5,4,MV261984,REF9226,6,166.416,108.649,18080.93,WH4,Store20,Warehouse Transfer,Inbound stock from another store,POS,2025-01-14 09:23:00,2025-10-23 13:59:27
20250115,144529,49,18,2,MV987951,REF7945,10,-393.147,286.8529,-112775.36,18,WH1,POS Sale,Stock issued for sale,POS,2025-01-18 20:49:00,2025-10-23 13:59:27
20250115,159256,33,13,6,MV522146,REF8372,8,-28.24,232.9736,-6579.17,13,WH2,Inventory Adjustment,Manual inventory correction,POS,2025-01-16 12:00:00,2025-10-23 13:59:27
20250115,141342,42,8,6,MV994586,REF3103,4,-354.35,164.4007,-58255.39,8,WH3,Inventory Adjustment,Manual inventory correction,POS,2025-01-12 23:09:00,2025-10-23 13:59:27
20250115,37926,42,15,3,MV651928,REF1741,7,448.366,81.9134,36727.18,WH3,Store13,Customer Return,Returned by customer,ERP,2025-01-16 23:33:00,2025-10-23 13:59:27
20250115,101407,34,14,5,MV745586,REF2198,3,-287.371,330.7454,-95046.64,14,WH5,Warehouse Transfer,Stock sent to another store,WMS,2025-01-13 08:43:00,2025-10-23 13:59:27
20250115,80449,2,12,1,MV473455,REF9453,5,489.419,488.6004,239130.32,WH4,Store7,Vendor Shipment,Received stock from vendor,ERP,2025-01-13 01:03:00,2025-10-23 13:59:27
20250115,68538,4,10,4,MV275795,REF5099,8,306.105,68.4522,20953.56,WH5,Store12,Warehouse Transfer,Inbound stock from another store,POS,2025-01-17 15:58:00,2025-10-23 13:59:27
20250115,85146,45,7,2,MV231002,REF9270,5,-136.595,444.9191,-60773.72,7,WH5,POS Sale,Stock issued for sale,WMS,2025-01-17 12:36:00,2025-10-23 13:59:27
20250115,111064,9,1,3,MV103555,REF9325,4,340.255,229.0607,77939.05,WH4,Store11,Customer Return,Returned by customer,ERP,2025-01-17 20:39:00,2025-10-23 13:59:27
20250115,152825,35,2,3,MV334244,REF9501,4,191.35,178.4018,34137.18,WH5,Store13,Customer Return,Returned by customer,WMS,2025-01-15 19:02:00,2025-10-23 13:59:27
20250115,112490,16,18,6,MV995567,REF3052,2,-23.955,281.1379,-6734.66,18,WH5,Inventory Adjustment,Manual inventory correction,WMS,2025-01-14 05:03:00,2025-10-23 13:59:27
20250115,200559,50,6,1,MV238565,REF2938,1,460.326,389.2683,179190.32,WH4,Store8,Vendor Shipment,Received stock from vendor,POS,2025-01-15 09:49:00,2025-10-23 13:59:27
20250115,232880,2,9,3,MV676386,REF8380,10,285.682,481.7195,137618.59,WH5,Store7,Customer Return,Returned by customer,WMS,2025-01-12 10:41:00,2025-10-23 13:59:27
20250115,156266,13,20,1,MV866850,REF7415,3,35.923,429.3193,15422.44,WH3,Store6,Vendor Shipment,Received stock from vendor,WMS,2025-01-17 09:01:00,2025-10-23 13:59:27
20250115,18188,40,11,5,MV631361,REF6959,10,-424.962,68.6717,-29182.86,11,WH1,Warehouse Transfer,Stock sent to another store,ERP,2025-01-15 13:32:00,2025-10-23 13:59:27
20250115,67040,16,7,1,MV174859,REF3118,10,170.302,476.5212,81152.51,WH5,Store3,Vendor Shipment,Received stock from vendor,POS,2025-01-18 19:51:00,2025-10-23 13:59:27
20250115,99378,9,1,3,MV811641,REF8460,8,247.496,155.4741,38479.22,WH2,Store16,Customer Return,Returned by customer,ERP,2025-01-12 08:24:00,2025-10-23 13:59:27
20250115,7854,26,20,3,MV763165,REF6367,8,124.81,98.1183,12246.15,WH1,Store16,Customer Return,Returned by customer,WMS,2025-01-15 16:23:00,2025-10-23 13:59:27
20250115,63247,26,10,5,MV341018,REF2599,8,-39.502,388.6336,-15351.8,10,WH1,Warehouse Transfer,Stock sent to another store,WMS,2025-01-18 00:50:00,2025-10-23 13:59:27
20250115,15317,40,16,6,MV206275,REF8527,4,-360.722,63.9507,-23068.42,16,WH1,Inventory Adjustment,Manual inventory correction,ERP,2025-01-16 02:11:00,2025-10-23 13:59:27
20250115,69739,48,16,3,MV402862,REF9858,10,37.692,182.0795,6862.94,WH5,Store13,Customer Return,Returned by customer,POS,2025-01-16 13:21:00,2025-10-23 13:59:27
20250115,206485,35,7,2,MV823567,REF9520,10,-215.687,486.0078,-104825.56,7,WH4,POS Sale,Stock issued for sale,POS,2025-01-17 22:22:00,2025-10-23 13:59:27
20250115,162721,30,9,1,MV818479,REF2519,10,441.37,409.4574,180722.21,WH5,Store2,Vendor Shipment,Received stock from vendor,WMS,2025-01-13 07:11:00,2025-10-23 13:59:27
20250115,16181,8,16,4,MV503010,REF2921,5,206.181,268.0759,55272.16,WH4,Store14,Warehouse Transfer,Inbound stock from another store,POS,2025-01-18 11:59:00,2025-10-23 13:59:27
20250115,172843,25,5,5,MV316250,REF8083,1,-356.453,74.7492,-26644.58,5,WH5,Warehouse Transfer,Stock sent to another store,ERP,2025-01-18 13:51:00,2025-10-23 13:59:27
20250215,25213,35,16,4,MV854593,REF9051,1,499.443,149.6165,74724.91,WH5,Store9,Warehouse Transfer,Inbound stock from another store,POS,2025-02-18 17:50:00,2025-10-23 13:59:27
20250215,189692,33,13,3,MV651313,REF7539,8,200.362,99.79,19994.12,WH1,Store7,Customer Return,Returned by customer,POS,2025-02-17 06:36:00,2025-10-23 13:59:27
20250215,107524,2,9,2,MV158854,REF1805,4,-246.422,357.162,-88012.57,9,WH4,POS Sale,Stock issued for sale,WMS,2025-02-17 16:09:00,2025-10-23 13:59:27
20250215,27814,13,20,3,MV634472,REF7377,4,448.951,442.6753,198739.52,WH5,Store6,Customer Return,Returned by customer,POS,2025-02-18 09:24:00,2025-10-23 13:59:27
20250215,47458,4,16,2,MV767459,REF9667,1,-90.154,448.7414,-40455.83,16,WH5,POS Sale,Stock issued for sale,WMS,2025-02-15 20:28:00,2025-10-23 13:59:27
20250215,41205,29,12,1,MV767381,REF5900,9,297.835,159.2977,47444.43,WH1,Store15,Vendor Shipment,Received stock from vendor,WMS,2025-02-16 17:06:00,2025-10-23 13:59:27
20250215,106851,44,9,2,MV596156,REF8384,2,-489.01,120.9768,-59158.86,9,WH1,POS Sale,Stock issued for sale,POS,2025-02-16 05:31:00,2025-10-23 13:59:27
20250215,165153,16,7,3,MV210995,REF4515,10,347.972,103.3512,35963.32,WH4,Store2,Customer Return,Returned by customer,POS,2025-02-14 12:51:00,2025-10-23 13:59:27
20250215,111192,20,13,3,MV919282,REF2819,5,403.777,181.0213,73092.24,WH3,Store15,Customer Return,Returned by customer,POS,2025-02-12 06:35:00,2025-10-23 13:59:27
20250215,57311,20,13,2,MV511280,REF2716,1,-212.308,346.2803,-73518.08,13,WH1,POS Sale,Stock issued for sale,WMS,2025-02-13 18:58:00,2025-10-23 13:59:27
20250215,122504,29,6,2,MV416841,REF7892,5,-180.849,297.613,-53823.01,6,WH1,POS Sale,Stock issued for sale,WMS,2025-02-13 16:29:00,2025-10-23 13:59:27
20250215,198912,30,9,5,MV683420,REF5682,7,-270.976,499.9084,-135463.18,9,WH3,Warehouse Transfer,Stock sent to another store,POS,2025-02-12 03:52:00,2025-10-23 13:59:27
20250215,51440,41,19,3,MV727242,REF2143,9,201.339,295.2509,59445.52,WH2,Store5,Customer Return,Returned by customer,ERP,2025-02-15 18:00:00,2025-10-23 13:59:27
20250215,723,50,16,5,MV318034,REF3410,6,-164.953,115.7221,-19088.71,16,WH3,Warehouse Transfer,Stock sent to another store,ERP,2025-02-18 19:52:00,2025-10-23 13:59:27
20250215,158151,35,7,2,MV934331,REF5996,10,-228.05,289.3877,-65994.86,7,WH1,POS Sale,Stock issued for sale,POS,2025-02-12 23:34:00,2025-10-23 13:59:27
20250215,15571,11,15,5,MV131545,REF1840,7,-232.177,227.3594,-52787.62,15,WH2,Warehouse Transfer,Stock sent to another store,POS,2025-02-12 10:06:00,2025-10-23 13:59:27
20250215,156832,29,6,5,MV333890,REF7056,9,-81.732,140.716,-11501,6,WH3,Warehouse Transfer,Stock sent to another store,ERP,2025-02-18 14:15:00,2025-10-23 13:59:27
20250215,161304,39,14,4,MV763514,REF2076,7,254.859,471.6501,120204.27,WH5,Store11,Warehouse Transfer,Inbound stock from another store,ERP,2025-02-18 03:07:00,2025-10-23 13:59:27
20250215,111296,25,12,5,MV727794,REF8642,9,-479.87,356.818,-171226.25,12,WH1,Warehouse Transfer,Stock sent to another store,WMS,2025-02-12 10:39:00,2025-10-23 13:59:27
20250215,166411,11,15,4,MV249991,REF5512,10,484.81,377.1967,182868.73,WH2,Store13,Warehouse Transfer,Inbound stock from another store,WMS,2025-02-13 00:56:00,2025-10-23 13:59:27
20250215,171607,46,6,3,MV408677,REF5838,4,444.811,459.931,204582.37,WH5,Store8,Customer Return,Returned by customer,WMS,2025-02-14 14:31:00,2025-10-23 13:59:27
20250215,99131,32,13,5,MV366564,REF8642,7,-402.008,233.4455,-93846.96,13,WH1,Warehouse Transfer,Stock sent to another store,WMS,2025-02-17 09:14:00,2025-10-23 13:59:27
20250215,118785,29,12,1,MV705992,REF2430,6,418.088,100.4397,41992.63,WH2,Store9,Vendor Shipment,Received stock from vendor,WMS,2025-02-15 03:26:00,2025-10-23 13:59:27
20250215,109902,10,14,1,MV848628,REF8892,2,475.192,253.4523,120438.51,WH1,Store12,Vendor Shipment,Received stock from vendor,ERP,2025-02-14 00:24:00,2025-10-23 13:59:27
20250215,92306,3,17,6,MV619506,REF1340,9,-223.187,164.8737,-36797.67,17,WH2,Inventory Adjustment,Manual inventory correction,WMS,2025-02-16 03:49:00,2025-10-23 13:59:27
20250215,211461,13,8,4,MV234041,REF5943,10,402.245,467.7126,188135.05,WH2,Store14,Warehouse Transfer,Inbound stock from another store,WMS,2025-02-15 23:33:00,2025-10-23 13:59:27
20250215,162472,50,16,5,MV665853,REF8114,8,-263.491,398.3426,-104959.69,16,WH1,Warehouse Transfer,Stock sent to another store,ERP,2025-02-16 05:13:00,2025-10-23 13:59:27
20250215,153787,25,5,3,MV524675,REF5114,4,46.914,316.7267,14858.92,WH2,Store1,Customer Return,Returned by customer,ERP,2025-02-14 01:33:00,2025-10-23 13:59:27
20250215,112467,44,3,4,MV230933,REF5076,6,175.218,440.4639,77177.2,WH1,Store16,Warehouse Transfer,Inbound stock from another store,POS,2025-02-17 21:23:00,2025-10-23 13:59:27
20250215,114901,4,19,4,MV162008,REF1135,4,388.841,308.7587,120058.04,WH3,Store10,Warehouse Transfer,Inbound stock from another store,ERP,2025-02-13 00:03:00,2025-10-23 13:59:27
20250215,87156,47,19,1,MV621163,REF7176,2,312.634,307.8365,96240.16,WH1,Store5,Vendor Shipment,Received stock from vendor,ERP,2025-02-13 05:52:00,2025-10-23 13:59:27
20250215,43880,25,3,2,MV174299,REF8864,1,-476.145,479.0124,-228079.36,3,WH3,POS Sale,Stock issued for sale,WMS,2025-02-12 09:14:00,2025-10-23 13:59:27
20250215,175674,50,13,3,MV606282,REF3015,9,134.782,380.7511,51318.39,WH3,Store18,Customer Return,Returned by customer,ERP,2025-02-18 16:13:00,2025-10-23 13:59:27
20250215,86629,32,13,4,MV233602,REF4115,7,79.951,257.54,20590.58,WH5,Store19,Warehouse Transfer,Inbound stock from another store,ERP,2025-02-17 19:01:00,2025-10-23 13:59:27
20250215,233487,40,16,6,MV497760,REF7888,2,-331.589,467.7936,-155115.21,16,WH5,Inventory Adjustment,Manual inventory correction,POS,2025-02-18 05:32:00,2025-10-23 13:59:27
20250215,223473,2,9,2,MV979921,REF7755,3,-243.932,229.0904,-55882.48,9,WH2,POS Sale,Stock issued for sale,ERP,2025-02-17 12:45:00,2025-10-23 13:59:27
20250215,159606,9,1,6,MV351314,REF8633,5,-497.883,277.654,-138239.21,1,WH2,Inventory Adjustment,Manual inventory correction,WMS,2025-02-18 20:23:00,2025-10-23 13:59:27
20250215,195861,9,1,3,MV904781,REF9913,9,264.255,491.5551,129895.89,WH3,Store13,Customer Return,Returned by customer,WMS,2025-02-17 02:11:00,2025-10-23 13:59:27
20250215,137232,3,12,1,MV445385,REF7607,10,169.795,57.4296,9751.26,WH2,Store15,Vendor Shipment,Received stock from vendor,ERP,2025-02-18 18:04:00,2025-10-23 13:59:27
20250215,114433,9,1,2,MV251660,REF3953,1,-140.893,265.6313,-37425.59,1,WH3,POS Sale,Stock issued for sale,POS,2025-02-13 22:27:00,2025-10-23 13:59:27
20250215,62601,38,9,5,MV734361,REF8252,3,-340.234,64.5673,-21967.99,9,WH1,Warehouse Transfer,Stock sent to another store,POS,2025-02-12 23:17:00,2025-10-23 13:59:27
20250215,109953,47,12,2,MV323393,REF8876,2,-121.603,459.1175,-55830.07,12,WH3,POS Sale,Stock issued for sale,POS,2025-02-14 14:34:00,2025-10-23 13:59:27
20250215,195020,46,6,3,MV586039,REF6769,2,83.12,254.0975,21120.58,WH3,Store16,Customer Return,Returned by customer,ERP,2025-02-17 06:51:00,2025-10-23 13:59:27
20250215,131299,41,19,1,MV743801,REF8939,6,326.454,302.3265,98695.7,WH4,Store2,Vendor Shipment,Received stock from vendor,WMS,2025-02-16 19:10:00,2025-10-23 13:59:27
20250215,124707,38,9,5,MV850248,REF5793,7,-215.33,377.8009,-81351.87,9,WH1,Warehouse Transfer,Stock sent to another store,POS,2025-02-15 23:59:00,2025-10-23 13:59:27
20250215,45873,11,10,6,MV700577,REF8524,8,-305.28,115.4587,-35247.23,10,WH3,Inventory Adjustment,Manual inventory correction,POS,2025-02-13 17:09:00,2025-10-23 13:59:27
20250215,29629,29,12,1,MV658572,REF1308,4,204.459,331.6238,67803.47,WH1,Store9,Vendor Shipment,Received stock from vendor,ERP,2025-02-17 00:00:00,2025-10-23 13:59:27
